GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-DC_AML__co-2-Query	avg-DC_AML__co-2-Ref
ENSMUSG00000025279	En	5.86111990269	3.36094695468e-25	1.35922296426e-22	Dnase1l3	5.86111990269	0.0
ENSMUSG00000020649	En	-5.58059823082	9.48939067472e-25	3.66102287136e-22	Rrm2	1.93692816316	7.51752639398
ENSMUSG00000058135	En	-6.26276465816	9.55552367001e-25	3.66102287136e-22	Gstm1	3.4569289338	9.71969359197
ENSMUSG00000017002	En	-6.04103847281	1.2375256852e-24	4.61977857713e-22	Slpi	1.82458560106	7.86562407386
ENSMUSG00000015766	En	3.75537644431	1.65354010468e-24	6.01847259602e-22	Eps8	3.87948106145	0.124104617144
ENSMUSG00000054203	En	6.17381592767	1.9479551355e-24	6.91714117505e-22	Ifi205	6.6003232778	0.426507350136
ENSMUSG00000026238	En	-1.20509015556	2.87725939149e-24	9.97381416209e-22	Ptma	11.1245719542	12.3296621098
ENSMUSG00000044285	En	2.08694890493	3.8783173036e-24	1.31312608426e-21	Gm1821	8.3749834971	6.28803459217
ENSMUSG00000049775	En	1.99135439382	5.30447503906e-24	1.75517845668e-21	Tmsb4x	13.6390467333	11.6476923395
ENSMUSG00000026833	En	4.16798607725	5.61775979354e-24	1.81753255187e-21	Olfm1	4.25734680475	0.089360727496
ENSMUSG00000060591	En	-5.21965855108	7.85972692952e-24	2.48760357319e-21	Ifitm2	4.78717382073	10.0068323718
ENSMUSG00000079018	En	-4.3436931833	1.41992474157e-23	4.39844347075e-21	Ly6c1	1.12660074504	5.47029392834
ENSMUSG00000053398	En	-5.1183463616	1.93421465503e-23	5.84494126305e-21	Phgdh	2.94281313859	8.06115950019
ENSMUSG00000032436	En	-4.81765971822	1.96718264915e-23	5.84494126305e-21	Cmtm7	2.33058110539	7.14824082361
ENSMUSG00000025364	En	-4.19279796277	2.48441938825e-23	7.2341323747e-21	Pa2g4	4.49138623422	8.68418419698
ENSMUSG00000050335	En	5.57450507644	2.78882221552e-23	7.96126718349e-21	Lgals3	6.84267491541	1.26816983897
ENSMUSG00000022659	En	3.96353637967	3.45160869113e-23	9.66384056425e-21	Gcsam	3.96353637967	0.0
ENSMUSG00000032076	En	3.64955276282	4.23577095667e-23	1.16355828978e-20	Cadm1	3.64955276282	0.0
ENSMUSG00000048534	En	4.67021547895	5.31400591406e-23	1.43271503894e-20	Amica1	4.95527216429	0.285056685344
ENSMUSG00000001270	En	4.97260175194	1.45076926032e-22	3.84031812018e-20	Ckb	5.28391944151	0.311317689568
ENSMUSG00000059498	En	-5.74723907036	1.71263735391e-22	4.39513372763e-20	Fcgr3	1.93257375937	7.67981282974
ENSMUSG00000028832	En	-4.88469121792	1.72074058984e-22	4.39513372763e-20	Stmn1	5.86870841243	10.7533996304
ENSMUSG00000024691	En	-4.39027574822	2.81703756473e-22	7.07124998359e-20	Fam111a	2.90147940518	7.29175515339
ENSMUSG00000068566	En	4.85258643263	3.20642358464e-22	7.91225779131e-20	Myadm	6.3643938098	1.51180737718
ENSMUSG00000021728	En	-4.95343433512	3.88215560227e-22	9.42005056891e-20	Emb	3.68401314275	8.63744747786
ENSMUSG00000044703	En	4.91715554462	4.23643498633e-22	1.01111896665e-19	Phf11a	5.408842473	0.491686928384
ENSMUSG00000042462	En	-4.38436892253	4.92579580104e-22	1.15668808173e-19	Dctpp1	3.22587313614	7.61024205866
ENSMUSG00000041859	En	-4.68162507942	5.34963900486e-22	1.23627609955e-19	Mcm3	3.0430875541	7.72471263352
ENSMUSG00000003038	En	-4.15024241096	5.95056992129e-22	1.35366167944e-19	Hmgn2	7.02330124845	11.1735436594
ENSMUSG00000064254	En	-4.42059015085	7.64439987691e-22	1.71222796628e-19	Ethe1	1.14715469859	5.56774484944
ENSMUSG00000041362	En	2.64837947434	1.07919454221e-21	2.38060505151e-19	4930506M07Rik	2.71293944759	0.064559973248
ENSMUSG00000027878	En	2.7667631399	1.34076595059e-21	2.91346439919e-19	Notch2	6.33177086116	3.56500772126
ENSMUSG00000031722	En	-5.4439588481	1.70629741894e-21	3.65323295917e-19	Hp	2.027720851	7.4716796991
ENSMUSG00000038179	En	4.13574920657	2.50658728322e-21	5.2888991676e-19	Slamf7	4.33969945137	0.2039502448
ENSMUSG00000046711	En	-4.25326285947	4.54460533097e-21	9.45212985909e-19	Hmga1	1.5435430561	5.79680591557
ENSMUSG00000055612	En	-4.82305821618	5.17225738363e-21	1.06060415843e-18	Cdca7	2.48497587188	7.30803408806
ENSMUSG00000029484	En	-4.95000122175	1.30621822731e-20	2.64128210714e-18	Anxa3	2.6544017851	7.60440300685
Rn45s	Sy	-1.344045178	1.4162826777e-20	2.82461089104e-18	Rn45s	10.220902283	11.564947461
ENSMUSG00000022456	En	3.61258591343	1.5442149825e-20	3.03813863921e-18	Sept3	3.6795637581	0.066977844672
ENSMUSG00000054717	En	-3.4454665517	1.85018408798e-20	3.59157735159e-18	Hmgb2	4.9307743368	8.3762408885
ENSMUSG00000020399	En	3.89846206107	1.91943908798e-20	3.67698864235e-18	Havcr2	3.90175347104	0.003291409968
ENSMUSG00000076441	En	-4.74265317503	2.63642387093e-20	4.98489547232e-18	Ass1	2.93693862396	7.67959179899
ENSMUSG00000026281	En	-4.39780094588	2.81794032887e-20	5.25979400615e-18	Dtymk	3.05626936975	7.45407031562
ENSMUSG00000044734	En	-4.90093966147	3.08876703266e-20	5.69232395297e-18	Serpinb1a	3.55423976045	8.45517942192
ENSMUSG00000030357	En	-4.22611597816	4.11501637747e-20	7.48881542995e-18	Fkbp4	3.05611118875	7.2822271669
ENSMUSG00000006360	En	4.88554750083	4.29966303518e-20	7.72824618878e-18	Crip1	10.9375415323	6.05199403146
ENSMUSG00000022901	En	3.99049114905	6.21498576463e-20	1.10346314326e-17	Cd86	4.06673195292	0.076240803872
ENSMUSG00000089929	En	3.95856552831	7.47874380965e-20	1.31184374849e-17	Bcl2a1b	4.06575681824	0.107191289928
ENSMUSG00000032946	En	-3.50972527248	8.54492210617e-20	1.48101810647e-17	Rasgrp2	1.03632488416	4.54605015664
ENSMUSG00000066551	En	-2.37700687888	8.88375306132e-20	1.52163012729e-17	Hmgb1	8.95921576502	11.3362226439
ENSMUSG00000034892	En	0.79506956027	9.69344364668e-20	1.64100983781e-17	Rps29	12.1228369341	11.3277673738
ENSMUSG00000017493	En	-4.37264124228	1.00599694094e-19	1.68348384633e-17	Igfbp4	1.7698807208	6.14252196309
ENSMUSG00000026655	En	-4.51242634366	1.03047203305e-19	1.70484571922e-17	Fam107b	3.55717926582	8.06960560949
ENSMUSG00000026630	En	4.15446500248	3.39908405522e-19	5.56036682695e-17	Batf3	4.37399009676	0.219525094288
ENSMUSG00000046080	En	3.95300728782	3.95831778002e-19	6.40323872881e-17	Clec9a	4.20632708149	0.253319793672
ENSMUSG00000028044	En	-4.82899864818	4.2274294233e-19	6.7634225246e-17	Cks1b	3.86108347441	8.69008212259
ENSMUSG00000032484	En	2.51522490799	5.86249640165e-19	9.27740055562e-17	Ngp	3.04254555563	0.52732064764
ENSMUSG00000052013	En	4.23349863481	5.93682954908e-19	9.29401090377e-17	Btla	4.64222197129	0.408723336488
ENSMUSG00000027435	En	-4.19725506938	7.58459028886e-19	1.17472393633e-16	Cd93	2.41644263541	6.61369770479
ENSMUSG00000020570	En	-4.07522952735	9.01929348081e-19	1.38223046092e-16	Sypl	2.25176223712	6.32699176447
ENSMUSG00000003824	En	-4.31236874623	9.40925228525e-19	1.42697191688e-16	Syce2	2.08655572718	6.39892447341
ENSMUSG00000027405	En	-4.28174255669	9.85996946816e-19	1.47991026275e-16	Nop56	4.22186913327	8.50361168997
ENSMUSG00000071866	En	-0.941519958982	9.9852752394e-19	1.48342471643e-16	Ppia	11.9522901651	12.8938101241
ENSMUSG00000075602	En	-3.46059770426	1.03607852829e-18	1.52366336297e-16	Ly6a	1.51583058365	4.97642828791
ENSMUSG00000031639	En	3.44824654454	1.23924418343e-18	1.80421560665e-16	Tlr3	3.59504553576	0.146798991224
ENSMUSG00000063856	En	-1.15083837332	1.46584750074e-18	2.11299740231e-16	Gpx1	11.4448860208	12.5957243941
ENSMUSG00000084274	En	-1.30720877386	1.81712747945e-18	2.59368225229e-16	Gm12504	1.39869354157	2.70590231543
ENSMUSG00000023004	En	-3.39171010391	1.86673089236e-18	2.63861505455e-16	Tuba1b	7.49964971922	10.8913598231
ENSMUSG00000029580	En	1.3461467564	1.92501650819e-18	2.69483801372e-16	Actb	14.4093878482	13.0632410918
ENSMUSG00000019982	En	-4.25989688458	2.0356994251e-18	2.82264266001e-16	Myb	2.56521189782	6.82510878241
ENSMUSG00000027342	En	-4.26849113033	2.14111769701e-18	2.94080495762e-16	Pcna	4.08042832722	8.34891945754
ENSMUSG00000027804	En	-4.1121610979	3.25965959312e-18	4.43526953423e-16	Ppid	3.06046579057	7.17262688847
ENSMUSG00000079523	En	2.0129598878	3.96827224612e-18	5.34945144734e-16	Tmsb10	9.58278500335	7.56982511555
ENSMUSG00000032496	En	1.01722959279	4.28496892737e-18	5.72338189116e-16	Ltf	1.14905073965	0.131821146856
ENSMUSG00000037601	En	-3.79625627399	6.02262416888e-18	7.97121684316e-16	Nme1	5.00750737214	8.80376364613
ENSMUSG00000022881	En	-4.64741574098	7.86153702933e-18	1.03113619468e-15	Rfc4	1.58611718875	6.23353292973
ENSMUSG00000027597	En	-4.53245765434	9.08811320523e-18	1.18137357281e-15	Ahcy	2.12682006631	6.65927772066
ENSMUSG00000025950	En	-4.6801189375	9.86725454563e-18	1.27130406133e-15	Idh1	2.662992417	7.3431113545
ENSMUSG00000033220	En	-2.83013276093	1.00461924494e-17	1.28300452518e-15	Rac2	5.81906314675	8.64919590767
ENSMUSG00000028657	En	5.02445462544	1.04049458314e-17	1.30902311116e-15	Ppt1	9.7565929099	4.73213828446
ENSMUSG00000021131	En	-3.13028052452	1.042974661e-17	1.30902311116e-15	Erh	6.59693827149	9.72721879601
ENSMUSG00000029730	En	-4.401297696	1.48731422539e-17	1.85075280405e-15	Mcm7	2.94911810427	7.35041580027
ENSMUSG00000029430	En	-2.88283949461	1.60780365915e-17	1.96960265612e-15	Ran	6.60810389575	9.49094339036
ENSMUSG00000039062	En	2.66962506259	1.60988197045e-17	1.96960265612e-15	Anpep	2.73297593033	0.063350867744
ENSMUSG00000031097	En	3.80149505774	1.65155516463e-17	2.00374930348e-15	Tnni2	4.14223395947	0.340738901728
ENSMUSG00000032353	En	-4.37196530908	2.28395223688e-17	2.7481041832e-15	Tmed3	4.42229660202	8.7942619111
ENSMUSG00000047462	En	3.43816832037	2.32867485412e-17	2.77894895092e-15	A530099J19Rik	3.43816832037	0.0
ENSMUSG00000032215	En	-3.85545115586	2.4568309974e-17	2.90804898301e-15	Rsl24d1	3.42220361657	7.27765477243
ENSMUSG00000031584	En	-3.78465522865	2.60847736939e-17	3.06264693717e-15	Gsr	2.11254612631	5.89720135497
ENSMUSG00000040204	En	-4.73984132437	3.4364294371e-17	4.00247809398e-15	2810417H13Rik	2.05029337667	6.79013470103
ENSMUSG00000032397	En	-4.47633613983	3.5686908937e-17	4.12353735884e-15	Tipin	3.05775988716	7.53409602698
ENSMUSG00000034192	En	-4.29497805588	4.56483521502e-17	5.23302644846e-15	Lsm3	3.84468134771	8.13965940358
ENSMUSG00000036880	En	-4.52135323364	5.4538888412e-17	6.20337247179e-15	Acaa2	2.28886175969	6.81021499333
ENSMUSG00000003868	En	-4.33901596153	6.73515511237e-17	7.60132738613e-15	Ruvbl2	2.69750439151	7.03652035304
ENSMUSG00000021200	En	2.54127727675	7.6107792694e-17	8.47449041315e-15	Asb2	2.54127727675	0.0
ENSMUSG00000021270	En	-2.9612781076	7.62523692646e-17	8.47449041315e-15	Hsp90aa1	6.98232434453	9.94360245213
ENSMUSG00000026355	En	-4.20818712067	7.99735376077e-17	8.82071768205e-15	Mcm6	3.14965549547	7.35784261614
ENSMUSG00000025980	En	-4.02833343191	8.45596176628e-17	9.25641709438e-15	Hspd1	4.2611621609	8.28949559281
ENSMUSG00000021178	En	-4.11332425124	9.1919241017e-17	9.98695694004e-15	Psmc1	3.5849687032	7.69829295443
ENSMUSG00000026434	En	-3.0638204194	9.61867953521e-17	1.03732115076e-14	Nucks1	3.28704521831	6.35086563771
ENSMUSG00000014226	En	-3.77072536527	1.03847492844e-16	1.11170268258e-14	Cacybp	3.66941839329	7.44014375857
ENSMUSG00000005846	En	-4.12564804475	1.48316121929e-16	1.57615651034e-14	Rsl1d1	3.42852322135	7.5541712661
ENSMUSG00000025428	En	-2.65464773191	1.63513489111e-16	1.72506731012e-14	Atp5a1	6.68676236557	9.34141009748
ENSMUSG00000011752	En	-3.44766657684	1.65080136919e-16	1.72906598086e-14	Pgam1	5.53652025184	8.98418682868
ENSMUSG00000039109	En	-5.5879157402	1.7655699289e-16	1.83606661392e-14	F13a1	0.989494469941	6.57741021014
ENSMUSG00000052293	En	-4.03497212429	1.86488984235e-16	1.9255979585e-14	Taf9	3.90358654461	7.9385586689
ENSMUSG00000031245	En	-3.78863875488	1.96733243633e-16	2.01706992539e-14	Hmgn5	1.59694532365	5.38558407853
ENSMUSG00000026234	En	-2.48918117261	1.98498875384e-16	2.02094064805e-14	Ncl	5.252077339	7.74125851161
ENSMUSG00000003814	En	-2.66654090429	2.09805095991e-16	2.12121693926e-14	Calr	7.63339821624	10.2999391205
ENSMUSG00000045326	En	2.09373638629	2.35147463492e-16	2.36104270413e-14	Fndc7	2.09544938473	0.00171299844
ENSMUSG00000024844	En	-3.32580876095	2.74574207555e-16	2.73803142999e-14	Banf1	5.5981682919	8.92397705286
ENSMUSG00000069833	En	2.56563410975	2.93187191448e-16	2.90374987775e-14	Ahnak	3.14115633967	0.57552222992
ENSMUSG00000046687	En	3.16237005251	3.01598712437e-16	2.96687544214e-14	Gm5424	3.38027658692	0.217906534416
ENSMUSG00000054766	En	-1.78968266313	3.0466145585e-16	2.97689002397e-14	Set	9.45683300353	11.2465156667
ENSMUSG00000046805	En	3.98354345724	3.07336029557e-16	2.98300350288e-14	Mpeg1	5.6251010382	1.64155758096
ENSMUSG00000026701	En	-3.87498819528	3.12229493054e-16	2.99466403111e-14	Prdx6	4.33176538016	8.20675357543
ENSMUSG00000078812	En	-2.31903416462	3.12651234788e-16	2.99466403111e-14	Eif5a	8.74981479353	11.0688489582
ENSMUSG00000001228	En	-4.16692333758	3.77454956999e-16	3.59174295357e-14	Uhrf1	2.23870740329	6.40563074087
ENSMUSG00000020219	En	-3.15579093839	4.57578957563e-16	4.30847235703e-14	Timm13	3.73777374161	6.89356468
ENSMUSG00000030417	En	-4.04613133588	4.60414933461e-16	4.30847235703e-14	Pdcd5	2.78420754159	6.83033887746
ENSMUSG00000039145	En	2.76138265883	4.61653745242e-16	4.30847235703e-14	Camk1d	3.04809709145	0.286714432616
ENSMUSG00000023944	En	-1.53305239434	5.0964840251e-16	4.72609623703e-14	Hsp90ab1	10.1570257433	11.6900781377
ENSMUSG00000092341	En	1.7565804134	5.31392993175e-16	4.89655100484e-14	Malat1	10.6084519264	8.85187151295
ENSMUSG00000029447	En	-3.25693189163	5.47356296803e-16	5.0119247328e-14	Cct6a	5.21840905712	8.47534094875
ENSMUSG00000024740	En	-3.82953141181	5.63702118451e-16	5.12933696408e-14	Ddb1	2.55268276275	6.38221417455
ENSMUSG00000062867	En	-3.80978897812	6.29743666725e-16	5.69468201481e-14	Impdh2	4.84095242729	8.65074140542
ENSMUSG00000024397	En	4.7379140554	6.52278436077e-16	5.86205046349e-14	Aif1	6.01406804318	1.27615398778
ENSMUSG00000048007	En	-4.35170322698	7.58353480615e-16	6.77353884924e-14	Timm8a1	1.85260793196	6.20431115894
ENSMUSG00000022673	En	-4.00769663597	9.84456476807e-16	8.73945234502e-14	Mcm4	2.65154411184	6.65924074782
ENSMUSG00000032116	En	-3.75345847906	1.13884881964e-15	1.00487878577e-13	Stt3a	4.16574530298	7.91920378204
ENSMUSG00000024181	En	-4.33714004146	1.19725050171e-15	1.05004638882e-13	Mrpl28	3.17316506531	7.51030510678
ENSMUSG00000057666	En	-1.97340741485	1.20694305517e-15	1.05220861918e-13	Gapdh	9.87221754867	11.8456249635
ENSMUSG00000039640	En	-3.76016623729	1.21632457014e-15	1.05407556051e-13	Mrpl12	3.68569547229	7.44586170958
ENSMUSG00000078348	En	-3.39345549002	1.256357853e-15	1.08232627111e-13	Sf3b5	4.32282441606	7.71627990608
ENSMUSG00000004610	En	-3.37399009306	1.38103950529e-15	1.18273847985e-13	Etfb	6.43308383259	9.80707392565
ENSMUSG00000005410	En	-4.24684067613	1.6191800054e-15	1.37857553793e-13	Mcm5	2.28982647953	6.53666715566
ENSMUSG00000056394	En	-3.61901538052	1.72888712172e-15	1.46342253518e-13	Lig1	1.25135428275	4.87036966326
ENSMUSG00000041754	En	-4.52267159582	1.8720408653e-15	1.57543600913e-13	Trem3	0.600812116667	5.12348371249
ENSMUSG00000069662	En	4.13456259315	2.01479888342e-15	1.68583085884e-13	Marcks	5.21095329314	1.07639069998
ENSMUSG00000016756	En	-2.34187268944	2.04984333231e-15	1.70535251858e-13	Cmah	2.19282628951	4.53469897895
ENSMUSG00000021880	En	4.58508977938	2.27356210553e-15	1.880726744e-13	Rnase6	5.36929157765	0.784201798272
ENSMUSG00000025473	En	3.0023485921	2.7532773049e-15	2.26468724758e-13	Adam8	3.12021610604	0.117867513936
ENSMUSG00000091649	En	3.99720321479	3.17278463115e-15	2.59508828342e-13	Phf11b	4.49760377437	0.500400559584
ENSMUSG00000067367	En	-3.47492487263	3.95000533693e-15	3.21274456427e-13	Lyar	2.30181554251	5.77674041514
ENSMUSG00000057530	En	4.65759266546	4.02133815492e-15	3.2525923443e-13	Ece1	6.86598865625	2.20839599079
ENSMUSG00000020547	En	-3.95343854496	4.08349437727e-15	3.28461848832e-13	Bzw2	2.49084954608	6.44428809104
ENSMUSG00000020949	En	-3.77721613158	4.21154020541e-15	3.36900076102e-13	Fkbp3	4.64665253729	8.42386866887
ENSMUSG00000093904	En	-2.61367459866	4.30618757065e-15	3.42588988203e-13	Tomm20	2.17624449835	4.78991909702
ENSMUSG00000022018	En	-4.55513680801	4.67707676707e-15	3.70073699195e-13	Rgcc	1.33814820318	5.89328501118
ENSMUSG00000028693	En	-3.7099676856	4.79693900185e-15	3.77506134746e-13	Nasp	2.6254128258	6.3353805114
ENSMUSG00000031226	En	-3.35567258549	4.84562893169e-15	3.79287696862e-13	Pbdc1	2.22396925806	5.57964184355
ENSMUSG00000042712	En	-3.81650986795	4.88553796087e-15	3.80366562419e-13	Wbp5	2.322283174	6.13879304195
ENSMUSG00000001016	En	-3.89904643508	5.43909745256e-15	4.21211807509e-13	Ilf2	2.59207727	6.49112370508
ENSMUSG00000095687	En	-3.77245376601	6.2839395352e-15	4.84062834355e-13	Rnaset2a	1.62284691331	5.39530067933
ENSMUSG00000071072	En	-1.59896641401	6.52673782653e-15	5.00119873771e-13	Ptges3	9.43769003231	11.0366564463
ENSMUSG00000020899	En	-2.97373360132	7.00915120043e-15	5.34273467681e-13	Pfas	3.92868282216	6.90241642348
ENSMUSG00000025068	En	-3.68843692108	7.66595137683e-15	5.81294719246e-13	Gsto1	2.8163004448	6.50473736588
ENSMUSG00000032959	En	-3.39940421687	7.99912224594e-15	6.03415651703e-13	Pebp1	4.85542770747	8.25483192434
ENSMUSG00000016308	En	-3.46315194968	8.089276412e-15	6.06119907489e-13	Ube2a	2.71481620624	6.17796815591
ENSMUSG00000075706	En	-3.18845727522	8.11823490353e-15	6.06119907489e-13	Gpx4	5.29603349692	8.48449077214
ENSMUSG00000007891	En	-4.03197997911	8.417971282e-15	6.25292060687e-13	Ctsd	2.70936845575	6.74134843486
ENSMUSG00000004897	En	-3.06513410335	9.02343053801e-15	6.6686357971e-13	Hdgf	3.670854847	6.73598895035
ENSMUSG00000004612	En	-5.08955065045	9.35352537899e-15	6.87767555519e-13	Nkg7	4.28670521798	9.37625586843
ENSMUSG00000029910	En	-4.20784210697	9.93558105409e-15	7.26895098324e-13	Mad2l1	1.34125540863	5.5490975156
ENSMUSG00000036427	En	-2.36014842417	1.00330054578e-14	7.303526323e-13	Gpi1	7.06203169322	9.42218011738
ENSMUSG00000024742	En	-4.12304782002	1.21311579209e-14	8.78694170001e-13	Fen1	1.94155118322	6.06459900323
ENSMUSG00000011256	En	2.21245350338	1.26983187897e-14	9.15221897326e-13	Adam19	2.21796231243	0.005508809048
ENSMUSG00000009013	En	-2.83843479434	1.27709659119e-14	9.15923609418e-13	Dynll1	4.87370329453	7.71213808887
ENSMUSG00000013701	En	-3.36437104524	1.33164150079e-14	9.5036120637e-13	Timm23	5.18397268635	8.54834373159
ENSMUSG00000040269	En	-3.94248550063	1.37846732834e-14	9.78980772354e-13	Mrps28	2.37404131988	6.31652682051
ENSMUSG00000052833	En	-3.78506323605	1.54735749757e-14	1.09359115569e-12	Sae1	2.53126502159	6.31632825764
ENSMUSG00000016494	En	-3.9747162513	1.57359650972e-14	1.1067628785e-12	Cd34	3.08952940247	7.06424565377
ENSMUSG00000025395	En	-4.04210017564	1.7457401986e-14	1.22193420921e-12	Prim1	1.23564516741	5.27774534306
ENSMUSG00000028884	En	-4.24479146516	1.90226330361e-14	1.32263543794e-12	Rpa2	2.05266894151	6.29746040667
ENSMUSG00000040945	En	-3.16460303817	1.90777829499e-14	1.32263543794e-12	Rcc2	2.27278567931	5.43738871749
ENSMUSG00000025651	En	-3.13550103036	1.92185267406e-14	1.3260783451e-12	Uqcrc1	5.61907022488	8.75457125524
ENSMUSG00000041538	En	3.68164641431	1.9452019032e-14	1.33585823154e-12	H2-Ob	4.24082831214	0.559181897824
ENSMUSG00000062248	En	-3.82367105673	2.13992556528e-14	1.46268433356e-12	Cks2	4.28038910071	8.10406015744
ENSMUSG00000051682	En	3.04209639147	2.21815292923e-14	1.5072450981e-12	Treml4	3.04815257745	0.006056185976
ENSMUSG00000001175	En	1.17383722092	2.22582386215e-14	1.5072450981e-12	Calm1	9.540428142	8.36659092108
ENSMUSG00000021811	En	-3.82308929928	2.35685345489e-14	1.58858469675e-12	Dnajc9	2.1001744861	5.92326378538
ENSMUSG00000024966	En	-3.90704370743	2.41689917181e-14	1.62155000195e-12	Stip1	2.71622006029	6.62326376772
ENSMUSG00000039315	En	2.52900623245	2.47566243405e-14	1.65335639346e-12	Clnk	2.59266107471	0.063654842256
ENSMUSG00000017499	En	-3.65668718054	2.61596400652e-14	1.73545382913e-12	Cdc6	0.532414134706	4.18910131525
ENSMUSG00000004880	En	-3.39481467883	2.62243177697e-14	1.73545382913e-12	Lbr	4.90007740178	8.29489208062
ENSMUSG00000028926	En	2.15310791102	2.74593889377e-14	1.80896490291e-12	Cdk14	2.2794051538	0.126297242784
ENSMUSG00000017707	En	-2.77807300125	3.06414786487e-14	2.0095012957e-12	Serinc3	4.13928749178	6.91736049303
ENSMUSG00000044156	En	2.89227751504	3.28241264983e-14	2.1429885995e-12	Hepacam2	2.89227751504	0.0
ENSMUSG00000028676	En	-2.85700880331	3.33103093683e-14	2.1650214022e-12	Srsf10	3.93581243845	6.79282124176
ENSMUSG00000027203	En	-3.20806192272	3.61191480759e-14	2.33714967483e-12	Dut	2.71338820661	5.92145012933
