GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-HSCP-1_AML__co-1-Query	avg-HSCP-1_AML__co-1-Ref
ENSMUSG00000037169	En	2.91231827312	1.98540919301e-14	5.20109906563e-12	Mycn	3.70286609422	0.790547821097
ENSMUSG00000022261	En	1.65845740212	2.78546443351e-14	7.17535638073e-12	Sdc2	1.83250441082	0.174047008702
ENSMUSG00000073421	En	2.76591060803	5.45849408032e-13	1.38305712304e-10	H2-Ab1	4.05717952925	1.29126892123
ENSMUSG00000033883	En	1.53580906224	6.24855831339e-13	1.55770511761e-10	D3Ertd254e	3.99997905449	2.46416999225
ENSMUSG00000035235	En	2.76915743375	7.81242671603e-13	1.91664868767e-10	Trim13	3.69745469682	0.928297263073
ENSMUSG00000056367	En	1.08023388176	2.4041464151e-12	5.80601359247e-10	Actr3b	1.08023388176	0.0
ENSMUSG00000036103	En	-1.28836549384	2.44731663691e-12	5.81934245231e-10	Colec12	3.2638742761	4.55223976993
ENSMUSG00000046314	En	1.2856152542	2.79317888806e-12	6.54111710513e-10	Stxbp6	1.49094296749	0.205327713294
ENSMUSG00000032220	En	-0.668086377536	8.03872367514e-12	1.82715460475e-09	Myo1e	0.209173211294	0.87725958883
ENSMUSG00000032011	En	1.06676382372	9.41436152141e-12	2.1088169808e-09	Thy1	1.17156262771	0.10479880399
ENSMUSG00000028434	En	2.55159913068	1.06999585795e-11	2.36255085435e-09	Epb4.1l4b	3.33237056043	0.780771429751
ENSMUSG00000015766	En	1.64844100522	1.13685499574e-11	2.47482124142e-09	Eps8	1.99844124573	0.350000240502
ENSMUSG00000028063	En	1.36823321092	1.19140250721e-11	2.5575440488e-09	Lmna	1.45084218547	0.0826089745502
ENSMUSG00000005474	En	1.7159664017	1.28598067461e-11	2.72275579545e-09	Myl10	2.04176653365	0.325800131948
ENSMUSG00000056054	En	2.4876620891	2.02622521908e-11	4.2320725657e-09	S100a8	3.838298775	1.3506366859
ENSMUSG00000020646	En	1.18725674896	2.645807155e-11	5.38063076979e-09	Mboat2	1.24279787053	0.0555411215709
ENSMUSG00000030214	En	0.93145884672	2.67773620498e-11	5.38063076979e-09	Plbd1	1.04413450241	0.112675655692
ENSMUSG00000083311	En	-2.63887738429	2.68056786538e-11	5.38063076979e-09	Gm5643	4.51569478857	7.15457217286
ENSMUSG00000051314	En	2.44801440306	2.72642564979e-11	5.40251728758e-09	Ffar2	3.58988376414	1.14186936108
ENSMUSG00000028337	En	2.65376574048	3.39131207886e-11	6.55201493637e-09	Coro2a	5.04196591782	2.38820017734
ENSMUSG00000031074	En	1.69821238382	3.46734468886e-11	6.61620734703e-09	Fgf3	1.90032551237	0.202113128557
ENSMUSG00000021384	En	2.46370500488	4.93248445185e-11	9.29713166925e-09	Susd3	3.25098921447	0.787284209592
ENSMUSG00000009876	En	1.66518693826	5.20007619084e-11	9.68341898863e-09	Cox4i2	1.96378000392	0.298593065664
ENSMUSG00000031155	En	2.58827676497	5.8889946481e-11	1.08357501525e-08	Pim2	3.54118768592	0.952910920955
ENSMUSG00000035042	En	1.57667124956	8.57960155715e-11	1.56007437256e-08	Ccl5	1.76370775876	0.187036509201
ENSMUSG00000021065	En	2.75977332029	9.37699803572e-11	1.68524280977e-08	Fut8	7.59299326406	4.83321994376
ENSMUSG00000042757	En	1.19747024909	9.89993253788e-11	1.7587742219e-08	Tmem108	1.41279534592	0.215325096834
I730030J21Rik	Sy	3.18308531147	1.43863387529e-10	2.49837361533e-08	I730030J21Rik	4.87171349794	1.68862818647
ENSMUSG00000079845	En	2.79285947092	2.6062001264e-10	4.47326309019e-08	Xlr4a	3.8424220599	1.04956258898
ENSMUSG00000024501	En	0.740635258471	2.63371468172e-10	4.47326309019e-08	Dpysl3	0.740635258471	0.0
ENSMUSG00000059883	En	3.06669945578	2.86260570537e-10	4.80917758502e-08	Irak4	5.88694728765	2.82024783187
ENSMUSG00000069939	En	1.5138119769	4.67445847425e-10	7.76864840624e-08	Gm12070	2.63731497335	1.12350299645
ENSMUSG00000036067	En	1.47016833986	7.84837294978e-10	1.29047289693e-07	Slc2a6	1.71330105643	0.243132716571
ENSMUSG00000060802	En	0.776557136017	9.62500761361e-10	1.5659380808e-07	B2m	12.3780625359	11.6015053999
ENSMUSG00000022659	En	0.992338868418	1.68553859251e-09	2.71371713395e-07	Gcsam	1.08518733761	0.0928484691903
ENSMUSG00000026748	En	1.37841494888	1.76934313988e-09	2.81927500721e-07	Plxdc2	1.64403163224	0.265616683356
ENSMUSG00000021213	En	3.29056248448	1.83689386956e-09	2.8970440457e-07	Akr1c13	5.63840176537	2.34783928089
ENSMUSG00000001281	En	1.43549567389	1.88283517103e-09	2.93950509125e-07	Itgb7	1.79121665482	0.355720980931
ENSMUSG00000072235	En	3.11244877781	2.31075666348e-09	3.57150549907e-07	Tuba1a	5.81611582231	2.70366704451
ENSMUSG00000038781	En	0.748887727256	2.33569045474e-09	3.57430016519e-07	Stap2	0.751171203235	0.00228347597924
ENSMUSG00000055044	En	3.15541036477	2.74779408472e-09	4.16371621308e-07	Pdlim1	5.70947257778	2.55406221302
ENSMUSG00000074604	En	3.18276213837	3.35503939316e-09	5.03451348161e-07	Mgst2	5.7925715979	2.60980945953
ENSMUSG00000025931	En	1.35026121764	3.61820789121e-09	5.37721357371e-07	Paqr8	1.58048373669	0.230222519045
ENSMUSG00000071516	En	1.45584063788	3.68333994112e-09	5.42187639333e-07	Hist1h2ai	1.88923463345	0.433393995567
ENSMUSG00000072568	En	1.63944155936	7.08594848482e-09	1.02355532506e-06	Fam84b	2.46267630649	0.823234747135
ENSMUSG00000022824	En	3.29290256421	8.90074350184e-09	1.27379529226e-06	Muc13	7.47103610733	4.17813354313
ENSMUSG00000086503	En	2.15213591655	9.05336237168e-09	1.28375017263e-06	Xist	3.33705629255	1.184920376
ENSMUSG00000029672	En	1.91008681316	9.74909082229e-09	1.36983588863e-06	Fam3c	4.08617696278	2.17609014962
ENSMUSG00000020044	En	0.861648352556	1.11395795925e-08	1.55111119082e-06	Timp3	0.913633755608	0.0519854030519
ENSMUSG00000060550	En	2.65771113702	1.64733109294e-08	2.27331690826e-06	H2-Q7	5.24452745706	2.58681632004
ENSMUSG00000090101	En	1.95507695795	1.97062035503e-08	2.65339589758e-06	Snhg9	3.36077239761	1.40569543966
ENSMUSG00000034220	En	-2.4465834529	1.97425289999e-08	2.65339589758e-06	Gpc1	0.338227460196	2.7848109131
ENSMUSG00000031362	En	1.62282627324	2.89186861915e-08	3.84995148879e-06	Xlr4c	2.13232960176	0.509503328529
ENSMUSG00000041959	En	3.02159206583	2.91436545153e-08	3.84995148879e-06	S100a10	8.88407101469	5.86247894885
ENSMUSG00000067768	En	2.12150857133	3.18352408731e-08	4.16987697403e-06	Xlr4b	3.06178056475	0.940271993419
ENSMUSG00000036377	En	0.68067812774	3.34148775167e-08	4.34000291511e-06	C530008M17Rik	0.749380506118	0.0687023783772
ENSMUSG00000084235	En	1.28208768414	4.11065829311e-08	5.29452788153e-06	Gm15421	3.33352625808	2.05143857394
ENSMUSG00000026727	En	2.80518572865	4.22580928282e-08	5.39786018804e-06	Rsu1	7.5490778149	4.74389208625
ENSMUSG00000022762	En	0.608375515755	4.91250488253e-08	6.2235799561e-06	Ncam2	0.609529231098	0.00115371534256
ENSMUSG00000024014	En	1.6184802104	5.17538222012e-08	6.5033095605e-06	Pim1	3.0485788128	1.4300986024
ENSMUSG00000089255	En	1.39526100438	5.49261438498e-08	6.84627805921e-06	Snora78	1.71242204616	0.317161041779
ENSMUSG00000062310	En	1.12208806098	5.81417074516e-08	7.18910584297e-06	Glrp1	1.32703716753	0.204949106547
2210039B01Rik	Sy	1.38948373978	5.89264024092e-08	7.22830536219e-06	2210039B01Rik	2.64442868596	1.25494494618
ENSMUSG00000019960	En	-2.61183768727	7.9021649182e-08	9.61699692722e-06	Dusp6	0.651433644333	3.2632713316
ENSMUSG00000051124	En	2.56420262986	7.97083366691e-08	9.6247816528e-06	Gimap9	4.39577963386	1.831577004
ENSMUSG00000048489	En	1.33379345433	8.27579494877e-08	9.91555711071e-06	8430408G22Rik	1.55728770837	0.223494254038
ENSMUSG00000092730	En	0.723936910941	8.70468259521e-08	1.03491980147e-05	Snora24	0.723936910941	0.0
Rps27rt	Sy	2.61309818204	9.31325722402e-08	1.0988221653e-05	Rps27rt	12.0233027194	9.41020453737
ENSMUSG00000073557	En	-1.04464982036	1.9549102705e-07	2.27181151435e-05	Ppp1r12b	1.25106730649	2.29571712685
ENSMUSG00000090191	En	0.657507271263	2.01823795864e-07	2.32790193199e-05	9230105E05Rik	0.678873796118	0.0213665248547
ENSMUSG00000018819	En	3.03641531537	2.82500554109e-07	3.21053570905e-05	Lsp1	6.90465581569	3.86824050031
Mir703	Sy	-2.29320200853	2.93767765211e-07	3.31421502124e-05	Mir703	1.77235012982	4.06555213835
5730408K05Rik	Sy	2.2696484733	3.16174074994e-07	3.54114963994e-05	5730408K05Rik	4.95614302314	2.68649454984
ENSMUSG00000022114	En	-2.19100866279	3.31248117042e-07	3.68328841511e-05	Spry2	1.90455076971	4.0955594325
ENSMUSG00000062591	En	0.626670428536	3.50540038996e-07	3.86996203052e-05	Tubb4a	0.642342387941	0.0156719594048
ENSMUSG00000030246	En	-2.95615928341	3.60306019017e-07	3.94956725527e-05	Ldhb	1.15241154478	4.10857082819
ENSMUSG00000026068	En	1.99979221579	4.86318078708e-07	5.28898153124e-05	Il18rap	3.01614285459	1.0163506388
ENSMUSG00000022440	En	0.994278480749	4.89340294363e-07	5.28898153124e-05	C1qtnf6	1.2673042631	0.273025782349
ENSMUSG00000046345	En	-0.762388447156	5.06205317764e-07	5.43327041067e-05	Smco1	3.23413899665	3.9965274438
ENSMUSG00000003617	En	0.709481579158	5.90004331322e-07	6.28903927236e-05	Cp	0.772299691196	0.0628181120381
ENSMUSG00000025330	En	1.81801548657	6.42228646729e-07	6.79882600264e-05	Padi4	2.8788209348	1.06080544824
ENSMUSG00000009585	En	-2.39343671919	7.74996584497e-07	8.09226683239e-05	Apobec3	3.29495600916	5.68839272835
ENSMUSG00000059149	En	-1.1868423027	7.80116303071e-07	8.09226683239e-05	Mfsd4	2.57284469145	3.75968699416
ENSMUSG00000048442	En	2.07690832088	8.81336867339e-07	9.08129508106e-05	Smim5	3.07307495151	0.996166630626
ENSMUSG00000030144	En	1.46722278101	9.51434116156e-07	9.738652781e-05	Clec4d	2.12755639037	0.66033360936
ENSMUSG00000017144	En	0.810100587641	9.77869663612e-07	9.94339047421e-05	Rnd3	0.926541010333	0.116440422692
ENSMUSG00000051978	En	1.76992716406	1.06522188196e-06	0.000106909541607	Erich1	4.09024980845	2.32032264439
ENSMUSG00000020120	En	2.5634147896	1.0792824795e-06	0.000107621870988	Plek	5.06515659978	2.50174181018
ENSMUSG00000034714	En	2.2289652149	1.10441341161e-06	0.000108740041523	Ttyh2	4.6788679022	2.4499026873
ENSMUSG00000020644	En	1.84948928059	1.10456693317e-06	0.000108740041523	Id2	2.89437490243	1.04488562184
ENSMUSG00000060475	En	1.17313070561	1.13981642208e-06	0.00011150001658	Wtap	8.06723509478	6.89410438917
ENSMUSG00000072837	En	0.627980982706	1.20123166462e-06	0.000116768783701	Mir546	0.627980982706	0.0
ENSMUSG00000032231	En	2.96456510698	1.2624549845e-06	0.000121953151503	Anxa2	7.79412582445	4.82956071747
ENSMUSG00000051236	En	1.02563790083	1.36206962738e-06	0.000129951531857	Msrb3	1.32676212671	0.301124225879
ENSMUSG00000039167	En	-2.50355614561	1.49738962579e-06	0.000140264570038	Eltd1	2.27396413957	4.77752028518
ENSMUSG00000039315	En	1.4049896843	1.53863031194e-06	0.000143259458442	Clnk	1.85225584312	0.447266158813
ENSMUSG00000022157	En	2.25141707386	1.55075951871e-06	0.000143524186355	Mcpt8	3.78629304869	1.53487597483
ENSMUSG00000000782	En	0.751329483277	1.77563592223e-06	0.000162599859946	Tcf7	0.788605446118	0.0372759628408
ENSMUSG00000040751	En	2.61144738406	1.77790995929e-06	0.000162599859946	Lat2	6.03735352039	3.42590613633
ENSMUSG00000062593	En	0.954237007187	1.83429407263e-06	0.000166769701098	Lilrb4	1.16627516041	0.212038153225
ENSMUSG00000039206	En	2.02456150796	1.97850104075e-06	0.000177789023755	Daglb	4.01119575596	1.986634248
ENSMUSG00000079523	En	0.916955860185	2.2119837123e-06	0.000197620926343	Tmsb10	8.25508191898	7.3381260588
ENSMUSG00000052560	En	1.61890099241	2.31589055009e-06	0.000205714967484	Cpne8	4.18397636049	2.56507536808
ENSMUSG00000060798	En	-0.889254746221	2.63102635319e-06	0.000232372247514	Intu	1.90042751147	2.78968225769
ENSMUSG00000024538	En	2.27542960663	2.64799181346e-06	0.000232541826528	Ppic	4.1594798409	1.88405023427
ENSMUSG00000030064	En	1.13530563368	2.68684661178e-06	0.000234030614885	Frmd4b	1.43116468527	0.295859051599
ENSMUSG00000044469	En	0.906314432615	2.69522835465e-06	0.000234030614885	Tnfaip8l1	1.08965492584	0.183340493228
ENSMUSG00000057531	En	2.40624067456	2.76975354333e-06	0.000239158160702	Dtnbp1	5.63464638565	3.22840571109
ENSMUSG00000096010	En	1.34430215394	2.96720990426e-06	0.000254784423779	Hist4h4	1.89800427765	0.553702123702
ENSMUSG00000055560	En	-0.609888347562	3.36616954583e-06	0.000287444842543	Zfp459	0.86905848102	1.47894682858
ENSMUSG00000069306	En	1.14027506322	3.45955232405e-06	0.000293795828135	Hist1h4m	1.46894139731	0.328666334097
ENSMUSG00000033538	En	1.98980101733	4.17323132631e-06	0.00035055143141	Casp4	3.37307081841	1.38326980108
ENSMUSG00000037606	En	1.11020321294	4.42822849064e-06	0.000369960538116	Osbpl5	1.46669888729	0.356495674353
ENSMUSG00000022657	En	1.33915021425	4.51070387722e-06	0.000374824941539	Cd96	1.77058870059	0.431438486339
ENSMUSG00000094338	En	0.871138440604	4.87196179047e-06	0.000402679365955	Hist1h2bl	1.1145975679	0.243459127298
ENSMUSG00000022667	En	1.48826331913	5.02056253197e-06	0.000412754332416	Cd200r1	2.04866326522	0.560399946087
ENSMUSG00000047821	En	1.55250214269	5.17592995773e-06	0.000423276049877	Trim16	2.63345786741	1.08095572473
ENSMUSG00000030142	En	1.97914171603	5.5715591424e-06	0.000453231674236	Clec4e	3.41917757631	1.44003586028
ENSMUSG00000020419	En	0.756190609844	6.11474550452e-06	0.000494814170251	Hormad2	0.832096094	0.0759054841557
ENSMUSG00000038970	En	1.05460241033	6.86842828228e-06	0.000550043665963	Lmtk2	1.45382906933	0.399226659003
ENSMUSG00000021876	En	1.22031909156	7.26887202716e-06	0.000579111783772	Rnase4	1.56829552718	0.347976435612
ENSMUSG00000075602	En	-2.27675404494	7.72898998246e-06	0.000603329642267	Ly6a	1.91251657514	4.18927062007
ENSMUSG00000006360	En	2.02698344728	7.9873024355e-06	0.000617258732215	Crip1	8.50568114312	6.47869769584
ENSMUSG00000044258	En	2.03440102158	8.86707862376e-06	0.000678463204004	Ctla2a	7.23556703584	5.20116601426
ENSMUSG00000050335	En	1.19580326853	9.39541882582e-06	0.00071184114398	Lgals3	1.62671696104	0.430913692512
ENSMUSG00000064147	En	2.25228462791	1.03598264906e-05	0.00078108038165	Rab44	5.67594579635	3.42366116844
ENSMUSG00000032352	En	0.715784190397	1.25473771021e-05	0.000936870823621	Lrrc1	0.867707160431	0.151922970035
ENSMUSG00000037991	En	-0.842489482603	1.74206531102e-05	0.00127608348091	Rmi2	0.959522519431	1.80201200203
ENSMUSG00000041815	En	-2.04757601847	1.86825536781e-05	0.00133684050763	Poldip3	6.03191929139	8.07949530986
ENSMUSG00000075420	En	1.2954670934	1.99863087219e-05	0.00141701095232	Smim6	1.82077605102	0.525308957623
ENSMUSG00000072620	En	1.53922647048	2.08201602944e-05	0.00146938994297	Slfn2	2.68381544837	1.1445889779
ENSMUSG00000002885	En	1.34711071086	2.19483890965e-05	0.00154197409943	Cd97	2.02227301518	0.675162304318
H2-Q8	Sy	1.44468676234	2.26239487703e-05	0.00158224322259	H2-Q8	2.09470782508	0.65002106274
ENSMUSG00000068566	En	1.6426096756	2.34777828184e-05	0.0016345613119	Myadm	3.03698827625	1.39437860065
ENSMUSG00000014496	En	1.75414527204	2.47645904788e-05	0.00171641932933	Ankrd28	3.97483184261	2.22068657057
ENSMUSG00000021069	En	1.89703029139	2.55403513165e-05	0.00175445186643	Pygl	4.29106273914	2.39403244774
LOC100504703	Sy	1.4476261372	2.8118130899e-05	0.00189098813191	LOC100504703	2.31492595667	0.867299819464
ENSMUSG00000021451	En	1.62682009991	2.81397043439e-05	0.00189098813191	Sema4d	3.1750983611	1.54827826119
ENSMUSG00000015437	En	0.592932902348	2.8845639696e-05	0.00193003552875	Gzmb	0.624835808961	0.0319029066125
ENSMUSG00000023067	En	1.51463908631	2.90539900785e-05	0.00193559685626	Cdkn1a	2.67321510378	1.15857601747
ENSMUSG00000052310	En	1.03245808863	3.08768709392e-05	0.00204820994522	Slc39a1	6.47950371927	5.44704563065
ENSMUSG00000040253	En	2.02292806822	3.18436499424e-05	0.00210331390389	Gbp7	5.33500920494	3.31208113672
ENSMUSG00000026815	En	1.65056132514	3.31170386765e-05	0.00217811467993	Gfi1b	2.41737759271	0.766816267567
ENSMUSG00000021774	En	2.00837390905	3.32994535643e-05	0.0021808320097	Ube2e1	4.67862960547	2.67025569642
ENSMUSG00000030154	En	1.64320099887	3.47900223968e-05	0.00224985182496	Klrb1f	2.57317028802	0.929969289149
ENSMUSG00000025915	En	1.75450391808	3.53251739842e-05	0.00227494120459	Sgk3	4.94602231688	3.1915183988
ENSMUSG00000068523	En	1.12352688886	3.68482871801e-05	0.00234373303151	Gng5	9.71843768855	8.59491079969
ENSMUSG00000029552	En	2.13221501125	3.89131005086e-05	0.00246492164533	Tes	6.53451822139	4.40230321015
ENSMUSG00000033066	En	1.17158648724	4.05360825181e-05	0.00253259213117	Gas7	1.95173860241	0.780152115173
Kmt2d	Sy	-0.652531828292	4.09549326527e-05	0.00254053544363	Kmt2d	4.16168067867	4.81421250696
ENSMUSG00000024544	En	1.00815244545	4.32860600865e-05	0.00266545555656	Ldlrad4	1.40946468253	0.401312237083
ENSMUSG00000057667	En	-0.671719984219	4.38001373487e-05	0.00268640842406	Bloc1s3	1.13060898949	1.80232897371
ENSMUSG00000022313	En	-0.980153514014	4.49490694244e-05	0.00274597951393	Utp23	3.04083101271	4.02098452672
ENSMUSG00000003161	En	1.72498110884	4.58801067912e-05	0.00278087423751	Sri	6.69866610565	4.97368499681
ENSMUSG00000070995	En	-0.728418932604	4.70135755594e-05	0.0028384446244	Gm6313	1.53324962951	2.26166856211
ENSMUSG00000026721	En	1.69648890292	4.8716821803e-05	0.0029184775108	Rabgap1l	5.15427716029	3.45778825737
ENSMUSG00000032422	En	1.36193131129	4.89202433384e-05	0.00291934857544	Snx14	3.09718063951	1.73524932822
ENSMUSG00000021785	En	1.80268566543	4.93757124404e-05	0.00293310895918	Ngly1	3.84695373292	2.04426806749
ENSMUSG00000085882	En	-1.03193539787	4.95404142067e-05	0.00293310895918	2610507I01Rik	2.97185523351	4.00379063138
ENSMUSG00000022941	En	-0.809639441671	4.97201441062e-05	0.00293310895918	Ripply3	1.84661696159	2.65625640326
ENSMUSG00000069303	En	1.24302139767	5.05587092367e-05	0.00297123730024	Hist1h2br	1.97270077088	0.729679373211
ENSMUSG00000050856	En	1.46698013703	5.34452460728e-05	0.00310606609791	Atp5k	8.96622307933	7.4992429423
ENSMUSG00000069307	En	1.24020705387	5.34558476995e-05	0.00310606609791	Hist1h2bq	1.97270077088	0.732493717017
ENSMUSG00000038967	En	0.978830311934	5.64904839261e-05	0.00327010082233	Pdk2	1.27222385106	0.293393539125
ENSMUSG00000022257	En	1.31317015493	5.71236334131e-05	0.003294413724	Laptm4b	2.06999731637	0.756827161439
ENSMUSG00000065145	En	1.03964361532	5.76666307808e-05	0.00331336596784	Vaultrc5	1.81878642143	0.779142806114
ENSMUSG00000056124	En	-1.15213509922	5.90303226892e-05	0.00337915802772	B4galt6	0.227634132686	1.37976923191
ENSMUSG00000028656	En	1.61187947238	5.96314800332e-05	0.00339894700496	Cap1	3.79340523096	2.18152575858
ENSMUSG00000005447	En	1.81843005973	6.35698635828e-05	0.00358589712239	Pafah1b3	3.55742113365	1.73899107392
ENSMUSG00000032089	En	1.07037825987	6.81168861781e-05	0.00380077470314	Il10ra	1.51696420206	0.446585942194
ENSMUSG00000029564	En	-0.591098420848	7.239802028e-05	0.00402512158794	4930519G04Rik	1.13500388894	1.72610230979
ENSMUSG00000019851	En	0.788819164168	7.78613311122e-05	0.00429794547739	Perp	0.961583518078	0.17276435391
ENSMUSG00000029513	En	1.71161821705	8.66679460265e-05	0.00473928838414	Prkab1	3.37634107759	1.66472286054
ENSMUSG00000032387	En	0.749257170144	8.67765665574e-05	0.00473928838414	Rbpms2	0.894279334314	0.14502216417
ENSMUSG00000030559	En	2.26015886347	8.90208418792e-05	0.00484473990171	Rab38	6.24741508029	3.98725621682
ENSMUSG00000060981	En	1.3500216912	9.06294732428e-05	0.00491497943313	Hist1h4h	2.30994536667	0.959923675467
