GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-c1_AML	avg-c1_cellHarmony-Reference
ENSMUSG00000055044	En	4.558419704	0.000149891236089	0.019761660566	Pdlim1	6.26015738325	1.70173767925
ENSMUSG00000027776	En	-5.05502458769	0.000156851460493	0.0201106631464	Il12a	2.2298330765	7.28485766419
ENSMUSG00000029413	En	1.60445868423	0.00015755986592	0.0201106631464	Naaa	1.703588556	0.0991298717719
Gm17821	Sy	-1.03823819826	0.000158639939868	0.0201106631464	Gm17821	4.37637608312	5.41461428139
ENSMUSG00000068114	En	2.47118459087	0.000161360842843	0.0201554655697	Ccdc134	2.77910168763	0.307917096754
ENSMUSG00000070576	En	-5.62165671475	0.000162050921601	0.0201554655697	Mn1	0.023629228	5.64528594275
ENSMUSG00000026070	En	3.00182531865	0.000172556059553	0.0212251731919	Il18r1	3.55358036687	0.551755048228
ENSMUSG00000020085	En	1.1229872105	0.00018792003171	0.022729703652	Aifm2	1.1229872105	0.0
ENSMUSG00000036437	En	-1.08803174044	0.000193739989304	0.0230274704817	Npy1r	0.946079731125	2.03411147156
ENSMUSG00000022456	En	0.65954840325	0.000193875092799	0.0230274704817	Sept3	0.65954840325	0.0
ENSMUSG00000082286	En	4.24793538901	0.00020074120364	0.0235184140524	Pisd-ps1	6.38254549375	2.13461010474
ENSMUSG00000071656	En	-1.18438839479	0.000201576212676	0.0235184140524	Lrrn4cl	1.15538380488	2.33977219967
2310001H17Rik	Sy	3.16806950727	0.000205134405969	0.0237236141078	2310001H17Rik	3.8383539325	0.670284425228
ENSMUSG00000022228	En	-3.05708475426	0.000208731384157	0.0239296919019	Zscan26	3.93316819012	6.99025294439
ENSMUSG00000039735	En	2.38856956159	0.00021542304253	0.0244839430407	Fnbp1l	2.8166247935	0.428055231912
ENSMUSG00000070871	En	1.28019708755	0.000218401809597	0.0245834868989	Ccnyl1	1.34376044425	0.0635633567018
ENSMUSG00000032369	En	3.66633549707	0.000220028174611	0.0245834868989	Plscr1	4.75423867525	1.08790317818
ENSMUSG00000029638	En	1.20764246981	0.000225277680801	0.0249584953251	Glcci1	1.23705911025	0.0294166404386
ENSMUSG00000040327	En	2.12521446287	0.000233175549711	0.0254064995652	Cul9	2.41478128062	0.289566817754
ENSMUSG00000028653	En	3.82631059486	0.000241833522339	0.0261338783485	Trit1	4.96463645187	1.13832585702
ENSMUSG00000032220	En	-0.827139924101	0.000247759723506	0.0265566194691	Myo1e	0.36442165025	1.19156157435
ENSMUSG00000090159	En	2.12818692521	0.000251864882894	0.0267789243231	Gm8580	2.81404533	0.685858404789
ENSMUSG00000027712	En	4.98583465394	0.000265299645001	0.0277596072992	Anxa5	8.14363246075	3.15779780681
ENSMUSG00000091971	En	1.41849631345	0.000281569078441	0.0292299742533	Hspa1a	1.51289264563	0.0943963321754
ENSMUSG00000035062	En	1.79114935073	0.000294064670516	0.0300834862611	Zc4h2	1.91458768975	0.123438339018
ENSMUSG00000034892	En	0.710091792368	0.000294354499976	0.0300834862611	Rps29	11.962899635	11.2528078426
ENSMUSG00000059883	En	4.24731966857	0.000312361168287	0.0316782280207	Irak4	6.04346974075	1.79615007218
Kmt2d	Sy	-1.1066519971	0.0003269404525	0.0329036864562	Kmt2d	4.00675568438	5.11340768147
ENSMUSG00000020891	En	-1.18531546255	0.000341390100552	0.034097629437	Alox8	1.42146146638	2.60677692893
ENSMUSG00000074813	En	2.13445357709	0.000344805268487	0.0341797944341	Gm14005	3.528298647	1.39384506991
I730030J21Rik	Sy	4.45597641332	0.000354008255523	0.0348301853792	I730030J21Rik	6.18844984837	1.73247343505
ENSMUSG00000046345	En	-1.13223054639	0.000381776495144	0.0371005710659	Smco1	3.42367477087	4.55590531726
ENSMUSG00000002944	En	0.704031144594	0.00038546529662	0.0371005710659	Cd36	0.716084840875	0.0120536962807
ENSMUSG00000028789	En	1.67993896598	0.000385526261835	0.0371005710659	Adc	1.79359646288	0.113657496895
Gm3414	Sy	0.973363091575	0.000392217647416	0.0372880282115	Gm3414	1.03261494175	0.0592518501754
ENSMUSG00000063354	En	0.961458910125	0.000402427951904	0.0372880282115	Slc39a4	0.961458910125	0.0
ENSMUSG00000026921	En	-4.40318089821	0.000403778618555	0.0372880282115	Egfl7	0.84217704575	5.24535794396
ENSMUSG00000041268	En	1.33182873992	0.000413333715063	0.0372880282115	Dmxl2	1.4029403685	0.0711116285789
ENSMUSG00000048442	En	3.570609549	0.000414496571828	0.0372880282115	Smim5	4.51418278025	0.943573231246
ENSMUSG00000025351	En	5.36924593707	0.000414763157806	0.0372880282115	Cd63	9.49839606975	4.12915013268
ENSMUSG00000055560	En	-1.13190326188	0.00041606077183	0.0372880282115	Zfp459	0.730370567625	1.86227382951
ENSMUSG00000032011	En	1.306215136	0.000416192344621	0.0372880282115	Thy1	1.35210582712	0.0458906911228
ENSMUSG00000055850	En	4.96206232256	0.000419929078705	0.0372880282115	Rnf181	8.34119370975	3.37913138719
ENSMUSG00000039831	En	1.08252587764	0.000421413546989	0.0372880282115	Arhgap29	1.0968342185	0.0143083408596
ENSMUSG00000044068	En	1.99413387179	0.00043265073451	0.0380271152252	Zrsr1	2.25295207325	0.258818201456
ENSMUSG00000032239	En	3.83172043455	0.000441786794807	0.0385729609453	Rp9	6.13794438463	2.30622395007
ENSMUSG00000051811	En	4.02345020722	0.000444801406802	0.03858066939	Cox6b2	5.57783299475	1.55438278753
ENSMUSG00000001281	En	1.71465299604	0.000462298582292	0.0398362386205	Itgb7	1.953132845	0.238479848965
Gm10389	Sy	-0.990989016695	0.000479541419093	0.0410537277229	Gm10389	3.40025859638	4.39124761307
ENSMUSG00000051314	En	3.04112743037	0.000514540654522	0.0436735282255	Ffar2	4.02563034225	0.984502911877
ENSMUSG00000007891	En	4.93320893615	0.000518589095116	0.0436735282255	Ctsd	9.3579200125	4.42471107635
ENSMUSG00000037896	En	3.34041828637	0.00052008069868	0.0436735282255	Rcor1	4.31343274837	0.973014462
ENSMUSG00000059588	En	-3.1928839084	0.000526883581596	0.0439647667074	Calcrl	4.30183536838	7.49471927677
ENSMUSG00000054404	En	-1.57971578879	0.000545362369191	0.0452204872667	Slfn5	3.35380478287	4.93352057167
ENSMUSG00000029804	En	2.04914643622	0.000596658014183	0.0488592500558	Herc3	2.3829512105	0.333804774281
ENSMUSG00000031155	En	3.2849245933	0.000613898992124	0.0496542595838	Pim2	4.24191520738	0.95699061407
