GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-IG2_AML__co-4-Query	avg-IG2_AML__co-4-Ref
ENSMUSG00000063694	En	-1.28545796091	3.53427341774e-10	5.53056785467e-08	Cycs	7.55710699183	8.84256495274
ENSMUSG00000031722	En	-4.01995611935	3.667759632e-10	5.67839424729e-08	Hp	3.36295995257	7.38291607192
ENSMUSG00000015619	En	1.06110569601	5.55407964741e-10	8.50826537987e-08	Gata3	1.08634655503	0.0252408590207
ENSMUSG00000043505	En	1.26693966024	6.7973414048e-10	1.03043447358e-07	Gimap5	1.27110566937	0.00416600913103
ENSMUSG00000026072	En	1.93945577911	6.890271071e-10	1.03375376182e-07	Il1r1	2.1805830018	0.24112722269
ENSMUSG00000029647	En	1.78860231331	8.4929177368e-10	1.26119828391e-07	Pan3	7.70579504507	5.91719273176
ENSMUSG00000009876	En	2.21740787465	1.68285268558e-09	2.42480743893e-07	Cox4i2	2.5922105865	0.374802711848
ENSMUSG00000024065	En	1.09613834427	1.80617991624e-09	2.57699375697e-07	Ehd3	1.09613834427	0.0
ENSMUSG00000028337	En	2.98974425099	1.95832433298e-09	2.76325565476e-07	Coro2a	5.31886262153	2.32911837054
ENSMUSG00000051124	En	3.04305496398	1.97470341576e-09	2.76325565476e-07	Gimap9	4.08095221453	1.03789725055
ENSMUSG00000022995	En	1.17685688852	2.05744686227e-09	2.85162135111e-07	Enah	1.37089768317	0.194040794648
ENSMUSG00000031765	En	-4.20579716268	2.45420427562e-09	3.36943724746e-07	Mt1	2.2833647289	6.48916189158
ENSMUSG00000024480	En	-2.44337183265	2.5950593008e-09	3.52952317799e-07	Ap3s1	5.86037274113	8.30374457379
ENSMUSG00000022659	En	1.1618302842	2.87411517986e-09	3.87287020487e-07	Gcsam	1.1618302842	0.0
ENSMUSG00000040459	En	1.01326218116	3.34951773534e-09	4.47206711948e-07	Arglu1	9.58029165327	8.56702947211
ENSMUSG00000060550	En	3.08217726207	3.4155284485e-09	4.51874413736e-07	H2-Q7	4.72222594303	1.64004868096
ENSMUSG00000041959	En	3.84635199919	3.47412786111e-09	4.55486331195e-07	S100a10	9.57386907117	5.72751707197
ENSMUSG00000006360	En	3.23936986916	4.94503844441e-09	6.36859685677e-07	Crip1	9.20543077807	5.9660609089
ENSMUSG00000032011	En	1.29413761995	5.0599468928e-09	6.45942167815e-07	Thy1	1.38965485957	0.0955172396138
ENSMUSG00000075420	En	1.9537051673	5.41887929873e-09	6.85747395082e-07	Smim6	2.18267745317	0.228972285869
ENSMUSG00000030064	En	1.50982270221	7.51877837371e-09	9.43282600626e-07	Frmd4b	1.63214164383	0.122318941621
ENSMUSG00000026864	En	-1.65189462167	7.98644668298e-09	9.93391098952e-07	Hspa5	8.39878415933	10.050678781
ENSMUSG00000079523	En	1.16072848396	1.25007536555e-08	1.52876863822e-06	Tmsb10	8.48604481787	7.32531633391
ENSMUSG00000003814	En	-0.986489563878	1.30452326389e-08	1.58176799031e-06	Calr	9.41654633027	10.4030358941
ENSMUSG00000004558	En	1.73569897829	1.31515101235e-08	1.58176799031e-06	Ndrg2	1.8976465867	0.161947608414
ENSMUSG00000053819	En	2.19829403535	1.62577670124e-08	1.93348877291e-06	Camk2d	2.90853085063	0.710236815283
ENSMUSG00000026068	En	2.22051536459	1.63415872375e-08	1.93348877291e-06	Il18rap	2.604841878	0.384326513414
ENSMUSG00000024544	En	1.7538417069	1.76230865825e-08	2.06829660512e-06	Ldlrad4	2.02416234397	0.270320637069
ENSMUSG00000079018	En	-3.071142242	1.88983892859e-08	2.20022607422e-06	Ly6c1	1.86710104487	4.93824328686
ENSMUSG00000041754	En	-3.91749652871	2.15806075893e-08	2.49256017656e-06	Trem3	1.29543326853	5.21292979724
ENSMUSG00000026815	En	1.70452642045	2.26806676002e-08	2.59899020147e-06	Gfi1b	1.77232507853	0.0677986580828
ENSMUSG00000068566	En	2.73302145939	2.36781080254e-08	2.69208989136e-06	Myadm	3.9742085853	1.24118712591
ENSMUSG00000051236	En	1.09608541364	2.72216216371e-08	3.07097875724e-06	Msrb3	1.15774386057	0.061658446931
ENSMUSG00000005447	En	2.72530748992	2.75752695965e-08	3.08694537259e-06	Pafah1b3	3.68749751697	0.962190027048
ENSMUSG00000000486	En	2.81836221146	2.88867090205e-08	3.19928378245e-06	Sept1	4.2219405535	1.40357834204
ENSMUSG00000085936	En	1.66565038984	2.90184470064e-08	3.19928378245e-06	2610307P16Rik	1.82590838273	0.160257992897
ENSMUSG00000015937	En	0.881143756045	3.09410922976e-08	3.38560688878e-06	H2afy	10.8543441001	9.97320034406
ENSMUSG00000056476	En	0.703092804817	4.35633912598e-08	4.73117935078e-06	Med12l	0.7220402739	0.0189474690828
ENSMUSG00000022824	En	3.89240571795	4.54892535665e-08	4.90374153447e-06	Muc13	7.64763876177	3.75523304381
ENSMUSG00000033538	En	3.05883239629	5.07909473496e-08	5.43500482925e-06	Casp4	4.2301243171	1.17129192081
ENSMUSG00000048489	En	1.61061191106	5.28125341733e-08	5.61007890382e-06	8430408G22Rik	1.70404863763	0.0934367265724
ENSMUSG00000015932	En	-3.43035497133	5.67960317135e-08	5.98951195309e-06	Dstn	4.72117466387	8.1515296352
ENSMUSG00000033883	En	1.33865883117	6.0037746455e-08	6.28582247597e-06	D3Ertd254e	4.0009666229	2.66230779173
ENSMUSG00000069939	En	1.65369800133	6.22794351235e-08	6.47394728109e-06	Gm12070	2.94514605697	1.29144805563
ENSMUSG00000019539	En	1.92202972775	6.48347335398e-08	6.69177217875e-06	Rcn3	2.3139327912	0.391903063448
ENSMUSG00000025950	En	-3.0200624521	7.72103817276e-08	7.91297665691e-06	Idh1	4.33929526463	7.35935771673
ENSMUSG00000056758	En	1.79713644688	8.37605813884e-08	8.52424993668e-06	Hmga2	2.5081566171	0.711020170221
ENSMUSG00000031074	En	1.24583295446	8.46408783001e-08	8.5540187632e-06	Fgf3	1.27392235633	0.0280894018759
ENSMUSG00000020160	En	2.91913146416	8.67421909329e-08	8.70592485963e-06	Meis1	4.44748521317	1.52835374901
ENSMUSG00000020120	En	2.90338090406	1.11160079875e-07	1.10802235782e-05	Plek	4.21916484357	1.31578393951
ENSMUSG00000025931	En	1.58946829741	1.27982773516e-07	1.26702945781e-05	Paqr8	1.78373850037	0.194270202959
ENSMUSG00000073421	En	2.58207276934	1.45665598301e-07	1.43234557572e-05	H2-Ab1	3.88788981477	1.30581704543
ENSMUSG00000001281	En	1.87469373521	1.47850144015e-07	1.4440692254e-05	Itgb7	2.28795369527	0.413259960055
H2-Q8	Sy	1.97766268933	1.49868088825e-07	1.45402019778e-05	H2-Q8	2.34219124277	0.364528553441
ENSMUSG00000087651	En	1.56763772986	1.51466025884e-07	1.45979144019e-05	1500009L16Rik	1.71926792493	0.151630195076
ENSMUSG00000090019	En	1.85922831004	1.67312589039e-07	1.60190796598e-05	Gimap1	2.54381488203	0.684586571993
ENSMUSG00000040253	En	2.9861343376	1.73664118527e-07	1.65185223329e-05	Gbp7	5.58480320807	2.59866887047
ENSMUSG00000076441	En	-2.91078517033	1.84973530873e-07	1.74600577411e-05	Ass1	4.4278773305	7.33866250083
ENSMUSG00000021065	En	2.83913836098	1.85962272375e-07	1.74600577411e-05	Fut8	7.70266881353	4.86353045255
ENSMUSG00000037221	En	-3.06303390217	1.89428109692e-07	1.76714569253e-05	Mospd3	1.31189625427	4.37493015643
ENSMUSG00000003617	En	1.18222317516	1.93655445578e-07	1.79507496783e-05	Cp	1.24856544087	0.0663422657034
ENSMUSG00000022048	En	3.1749883484	2.4127409447e-07	2.22231765622e-05	Dpysl2	7.96933517317	4.79434682477
ENSMUSG00000049625	En	-3.11928773758	2.53579324194e-07	2.32096849371e-05	Tifab	2.75779279343	5.87708053101
ENSMUSG00000024501	En	0.878896818233	2.57755185711e-07	2.34444451103e-05	Dpysl3	0.878896818233	0.0
ENSMUSG00000039264	En	1.25558958666	2.98192845889e-07	2.69540402871e-05	Gimap3	1.27173417157	0.0161445849034
ENSMUSG00000018770	En	-1.02194383415	3.19335505712e-07	2.86869729298e-05	Atp5g3	8.57855754413	9.60050137828
ENSMUSG00000071478	En	2.03985723536	3.41081598056e-07	3.02962517406e-05	Hist1h2ad	2.67540127433	0.635544038972
ENSMUSG00000027878	En	1.37342174627	3.41413130314e-07	3.02962517406e-05	Notch2	4.85287148603	3.47944973977
ENSMUSG00000023243	En	1.11882246594	3.66120664475e-07	3.22918426067e-05	Kcnk5	1.1684397752	0.0496173092621
ENSMUSG00000036377	En	0.654897097555	3.95780216697e-07	3.46975270698e-05	C530008M17Rik	0.6562007791	0.00130368154483
ENSMUSG00000056367	En	1.15239091723	4.16798224911e-07	3.61977198e-05	Actr3b	1.15239091723	0.0
ENSMUSG00000026434	En	-1.89125008807	4.17866895238e-07	3.61977198e-05	Nucks1	4.4570805069	6.34833059497
ENSMUSG00000034714	En	2.82873359288	4.23327649979e-07	3.64537709476e-05	Ttyh2	5.6284079084	2.79967431552
ENSMUSG00000052310	En	1.37421661601	4.46779455755e-07	3.8114584944e-05	Slc39a1	6.41788785853	5.04367124252
ENSMUSG00000022443	En	0.790735221533	4.47852265885e-07	3.8114584944e-05	Myh9	5.97247598613	5.1817407646
ENSMUSG00000011148	En	-3.01995444017	4.5072505288e-07	3.81360563637e-05	Adssl1	1.66782364643	4.6877780866
ENSMUSG00000092730	En	1.2306927486	4.62151631429e-07	3.8876836371e-05	Snora24	1.2306927486	0.0
ENSMUSG00000032377	En	0.848099373237	4.79573360495e-07	4.01105236511e-05	Plscr4	0.850239649933	0.00214027669655
ENSMUSG00000060475	En	1.35765184025	4.83153268649e-07	4.01790258208e-05	Wtap	8.0086205897	6.65096874945
ENSMUSG00000048277	En	-2.48897103101	5.2086733747e-07	4.30692179671e-05	Syngr2	5.1580792649	7.64705029591
ENSMUSG00000084235	En	1.26365307672	5.39375946287e-07	4.4347673143e-05	Gm15421	3.46968484227	2.20603176554
ENSMUSG00000045868	En	1.73906233665	5.57696019924e-07	4.55963493143e-05	Gvin1	3.30848162177	1.56941928512
ENSMUSG00000053310	En	1.22123384741	5.85031386585e-07	4.75640322289e-05	Nrgn	1.49897660483	0.277742757421
Rps27rt	Sy	3.02372401465	5.99186166016e-07	4.84442015224e-05	Rps27rt	11.9312876623	8.90756364768
ENSMUSG00000074604	En	3.47219663286	6.43509424555e-07	5.17402909147e-05	Mgst2	7.25087877803	3.77868214517
ENSMUSG00000020044	En	1.05877510232	6.74586170868e-07	5.39409480475e-05	Timp3	1.08122778997	0.0224526876483
ENSMUSG00000078606	En	2.17036014535	7.2271370488e-07	5.74735111865e-05	Gm4070	4.8914770406	2.72111689525
ENSMUSG00000038781	En	0.967807660918	7.82727452253e-07	6.12421108206e-05	Stap2	0.972358864767	0.00455120384828
ENSMUSG00000029447	En	-1.72123802275	8.05391007109e-07	6.26783707297e-05	Cct6a	6.82069305407	8.54193107681
ENSMUSG00000079845	En	2.6262630705	9.12151885327e-07	7.06092892934e-05	Xlr4a	3.52849787677	0.902234806269
ENSMUSG00000020571	En	-1.90139313762	9.80952103229e-07	7.55333119487e-05	Pdia6	7.6036843214	9.50507745902
ENSMUSG00000025997	En	2.11792345979	1.00106664774e-06	7.66764364447e-05	Ikzf2	3.024115507	0.906192047207
ENSMUSG00000021675	En	0.89423276382	1.0283151645e-06	7.83511549158e-05	F2rl2	0.915486242233	0.0212534784138
ENSMUSG00000084274	En	-0.71922665552	1.09490163164e-06	8.25601214784e-05	Gm12504	2.01249741567	2.73172407119
ENSMUSG00000028108	En	1.45269733939	1.30870314011e-06	9.71712081533e-05	Ecm1	1.63101524543	0.178317906048
ENSMUSG00000027997	En	2.75973134567	1.31607999052e-06	9.72229040712e-05	Casp6	4.33083857667	1.57110723099
ENSMUSG00000069769	En	1.96434297064	1.34539971231e-06	9.88868788548e-05	Msi2	3.37723966737	1.41289669673
ENSMUSG00000039109	En	-4.09510199125	1.36439892159e-06	9.97793844515e-05	F13a1	1.8111962938	5.90629828505
ENSMUSG00000020577	En	2.36022388089	1.4779206602e-06	0.00010754089684	Tspan13	3.52511757293	1.16489369205
ENSMUSG00000082292	En	2.4690163993	1.58419543333e-06	0.000114700478315	Gm12250	3.7796796324	1.3106632331
ENSMUSG00000078921	En	2.75204783515	1.68258182111e-06	0.000121220857637	Tgtp2	4.37249525977	1.62044742462
ENSMUSG00000036381	En	2.36657471813	1.75342115556e-06	0.000125702158014	P2ry14	3.0282804089	0.661705690772
H2-Q9	Sy	2.15706683625	1.7777495723e-06	0.000126821517283	H2-Q9	2.85294206633	0.695875230083
ENSMUSG00000022136	En	-2.20647842106	1.85119867577e-06	0.000131417045505	Dnajc3	2.17420516617	4.38068358723
ENSMUSG00000030246	En	-3.46659743997	1.94041058216e-06	0.000136419300494	Ldhb	1.0662585416	4.53285598157
ENSMUSG00000021213	En	3.14142817019	2.23566125667e-06	0.000155672623293	Akr1c13	5.01788621293	1.87645804274
ENSMUSG00000020649	En	-2.87194101222	2.28214100962e-06	0.000158152371967	Rrm2	4.5419256111	7.41386662332
ENSMUSG00000024985	En	1.72486088789	2.32669144764e-06	0.000160475548045	Tcf7l2	2.3461045335	0.621243645607
ENSMUSG00000053541	En	1.08994578958	2.42457299748e-06	0.000166437786945	Gm4759	1.54480290567	0.454857116083
Chil3	Sy	1.13543178714	2.45648777285e-06	0.000167836932199	Chil3	1.5545965669	0.419164779759
ENSMUSG00000022283	En	-0.683424298084	2.52002313029e-06	0.000171373348669	Pabpc1	8.94874418943	9.63216848752
ENSMUSG00000029915	En	-2.67466837864	2.74308892469e-06	0.000184815616301	Clec5a	0.731362523867	3.4060309025
ENSMUSG00000023272	En	-2.99525734595	2.84591716206e-06	0.000190860057417	Creld2	2.25005580963	5.24531315558
ENSMUSG00000026087	En	-2.21781860997	2.88258565416e-06	0.00019243242672	Mrpl30	5.36335951143	7.58117812141
ENSMUSG00000059883	En	2.76256730274	2.91097867897e-06	0.000192780946855	Irak4	6.30192468983	3.53935738709
ENSMUSG00000079563	En	0.920457477252	2.91601175345e-06	0.000192780946855	Pglyrp2	0.9708540501	0.0503965728483
ENSMUSG00000027248	En	-1.3136948284	2.92754684635e-06	0.000192780946855	Pdia3	7.91446873617	9.22816356457
ENSMUSG00000001739	En	-2.96209007125	3.29592262679e-06	0.000216061090035	Cldn15	1.0851840749	4.04727414615
ENSMUSG00000042272	En	1.38589356857	3.52150399152e-06	0.000229813666316	Sestd1	1.77628007043	0.390386501862
Firre	Sy	1.59300679002	3.68291427029e-06	0.000239274336498	Firre	2.14839880433	0.55539201431
ENSMUSG00000032089	En	1.83521007409	3.75433436324e-06	0.000241755876054	Il10ra	2.32543658867	0.490226514572
ENSMUSG00000057329	En	2.40688977525	3.7726112267e-06	0.000241862604327	Bcl2	4.63719446837	2.23030469312
ENSMUSG00000035235	En	2.06779053863	3.83126072084e-06	0.000243929135457	Trim13	2.7662512426	0.698460703966
ENSMUSG00000014867	En	-2.33233593052	3.83836817286e-06	0.000243929135457	Surf4	4.5517211555	6.88405708602
ENSMUSG00000032086	En	-2.6284187413	3.87813903597e-06	0.000245385032133	Bace1	1.30864655917	3.93706530047
ENSMUSG00000045636	En	-2.64309784736	3.91467734079e-06	0.00024662467247	Mtus1	1.14184622563	3.78494407299
ENSMUSG00000072568	En	1.69077237017	4.08874697332e-06	0.000256480753029	Fam84b	2.54450824733	0.853735877166
ENSMUSG00000016256	En	-2.06725530781	4.27826569841e-06	0.000266075216705	Ctsz	6.8107264786	8.87798178641
ENSMUSG00000025364	En	-1.3405909735	4.40804566687e-06	0.000272979951447	Pa2g4	7.43605980977	8.77665078327
ENSMUSG00000028332	En	0.925180116259	4.44324378929e-06	0.000273993757905	Hemgn	0.9511786283	0.0259985120414
ENSMUSG00000038967	En	1.27486456238	4.47172582624e-06	0.000274586607381	Pdk2	1.4361255365	0.161260974124
ENSMUSG00000036427	En	-1.0311053639	4.89621130273e-06	0.000299388920541	Gpi1	8.42090722437	9.45201258827
ENSMUSG00000020646	En	0.766265364967	5.00284321698e-06	0.000304629193878	Mboat2	0.766265364967	0.0
ENSMUSG00000022270	En	2.62616609574	5.03835256928e-06	0.00030551310392	Fam134b	4.27664945097	1.65048335523
ENSMUSG00000026727	En	2.67417658181	5.44216214952e-06	0.00032862981644	Rsu1	7.96622379163	5.29204720983
ENSMUSG00000030792	En	1.50631443146	5.74707926838e-06	0.00034560844873	Dkkl1	1.71752534637	0.211210914903
ENSMUSG00000028076	En	2.54106839076	6.10042860407e-06	0.000365347890844	Cd1d1	4.05638953473	1.51532114397
ENSMUSG00000015970	En	-2.2021757416	6.13849089422e-06	0.000366120729441	Chdh	0.545206928467	2.74738267007
ENSMUSG00000062591	En	0.813820872967	6.21121682393e-06	0.000368513016254	Tubb4a	0.813820872967	0.0
ENSMUSG00000043931	En	0.968922938033	6.22924496657e-06	0.000368513016254	Gimap7	0.968922938033	0.0
ENSMUSG00000031146	En	3.45440366662	6.60133131375e-06	0.000388944026757	Plp2	6.7785836936	3.32418002698
