GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-Mono_AML	avg-Mono_cellHarmony-Reference
ENSMUSG00000047565	En	0.894472605289	6.83555860424e-13	4.40303186276e-10	Acot10	0.921173974706	0.0267013694167
ENSMUSG00000044258	En	2.9562108233	1.93212001604e-12	1.19043794553e-09	Ctla2a	5.41292670488	2.45671588158
ENSMUSG00000017144	En	1.8188046792	5.2584488416e-12	3.10489493893e-09	Rnd3	1.83679620629	0.0179915270917
ENSMUSG00000032786	En	-3.30518545116	5.96805426662e-12	3.38293188049e-09	Alas1	5.53526003347	8.84044548463
ENSMUSG00000060802	En	1.10318196382	1.344227132e-11	7.32655487981e-09	B2m	12.1820964871	11.0789145232
ENSMUSG00000002565	En	2.22778669337	1.66016794869e-11	8.71342222255e-09	Scin	2.31912702094	0.0913403275667
ENSMUSG00000044285	En	2.0499300123	1.79711030086e-11	9.09530359766e-09	Gm1821	8.370550539	6.3206205267
ENSMUSG00000003617	En	2.11530409842	2.26280076534e-11	1.10572929812e-08	Cp	2.19297885018	0.0776747517583
ENSMUSG00000091269	En	1.08744298078	3.67345758152e-11	1.73521891293e-08	Gm6682	1.23873263606	0.151289655283
ENSMUSG00000014846	En	2.13771045672	3.93216136718e-11	1.79750512046e-08	Tppp3	2.16594536953	0.0282349128083
ENSMUSG00000073421	En	3.67298129814	6.75545988508e-11	2.99161318848e-08	H2-Ab1	4.63112927835	0.958147980208
ENSMUSG00000041481	En	4.47066073516	1.2824577246e-10	5.493757296e-08	Serpina3g	5.49352456218	1.02286382702
ENSMUSG00000030214	En	1.24158944489	1.34042256076e-10	5.493757296e-08	Plbd1	1.25641555141	0.014826106525
ENSMUSG00000056071	En	2.8824459385	1.35686617289e-10	5.493757296e-08	S100a9	3.78987409118	0.907428152675
ENSMUSG00000073940	En	1.79110067211	3.05408837227e-10	1.16971584658e-07	Hbb-b2	1.80515951118	0.0140588390667
Hbb-bt	Sy	1.79110067211	3.05408837227e-10	1.16971584658e-07	Hbb-bt	1.80515951118	0.0140588390667
ENSMUSG00000090159	En	2.31913473497	3.38734548492e-10	1.26321244386e-07	Gm8580	3.22810254453	0.908967809558
ENSMUSG00000021211	En	2.67677017082	3.54685079883e-10	1.28878006847e-07	Akr1c12	2.87650591288	0.199735742067
ENSMUSG00000020125	En	-2.61050177723	4.75290575856e-10	1.68383568761e-07	Elane	10.7967918064	13.4072935836
ENSMUSG00000034892	En	0.754379465725	5.11342248848e-10	1.76737341669e-07	Rps29	12.0968874371	11.3425079713
ENSMUSG00000057322	En	0.91590725401	1.39966315483e-09	4.72253013502e-07	Rpl38	11.1546563792	10.2387491252
ENSMUSG00000009876	En	2.58522944603	1.64313786463e-09	5.29319772333e-07	Cox4i2	2.943501129	0.358271682975
ENSMUSG00000038357	En	2.15090921589	3.32392125476e-09	1.04673973558e-06	Camp	2.68344227512	0.532533059225
ENSMUSG00000028063	En	1.66262255394	4.1934846414e-09	1.29186675768e-06	Lmna	1.66262255394	0.0
ENSMUSG00000015766	En	1.88052638667	6.3760753483e-09	1.9224545481e-06	Eps8	2.00980202953	0.129275642858
ENSMUSG00000068566	En	3.59898860776	8.63008578612e-09	2.5478530349e-06	Myadm	4.89523748235	1.29624887459
ENSMUSG00000051212	En	2.93517686665	9.97172460631e-09	2.88386345706e-06	Gpr183	3.41861229371	0.483435427058
ENSMUSG00000059588	En	3.68251332718	1.21512721591e-08	3.44391355533e-06	Calcrl	5.20761289912	1.52509957194
I730030J21Rik	Sy	3.67732400803	1.35021798709e-08	3.75175276372e-06	I730030J21Rik	4.55669507288	0.87937106485
ENSMUSG00000069833	En	1.86382303279	1.43917558906e-08	3.92203024472e-06	Ahnak	2.24037363241	0.376550599625
ENSMUSG00000018819	En	4.8399684986	2.3089402989e-08	6.17358358033e-06	Lsp1	6.98989109618	2.14992259758
ENSMUSG00000082286	En	3.94220028547	2.58907117822e-08	6.79439401234e-06	Pisd-ps1	5.55778316771	1.61558288223
ENSMUSG00000068396	En	0.792656087002	3.20045007979e-08	8.09885322871e-06	Rpl34-ps1	10.8370970622	10.0444409752
ENSMUSG00000079641	En	0.932344287761	3.27642336861e-08	8.14564834325e-06	Rpl39	11.1326689953	10.2003247075
ENSMUSG00000092730	En	1.704991254	3.39425560813e-08	8.29310279704e-06	Snora24	1.704991254	0.0
Rn45s	Sy	-1.15465034607	3.90072761267e-08	9.36901881342e-06	Rn45s	10.4458427074	11.6004930534
ENSMUSG00000023004	En	-1.49097138182	5.79465238389e-08	1.36860031554e-05	Tuba1b	9.46950178912	10.9604731709
Firre	Sy	2.35491996477	6.25215778293e-08	1.45244799905e-05	Firre	2.88805006053	0.533130095758
ENSMUSG00000030298	En	-3.97773739608	6.93185645561e-08	1.58437641665e-05	Sec13	3.39044761288	7.36818500897
ENSMUSG00000063694	En	-1.06903722457	8.35584450101e-08	1.87953448292e-05	Cycs	7.82232899359	8.89136621816
ENSMUSG00000025364	En	-1.87877182358	8.73188139842e-08	1.93342955152e-05	Pa2g4	6.93505272659	8.81382455017
ENSMUSG00000039934	En	2.29162329513	9.41968769142e-08	2.053636835e-05	Gsap	2.634859145	0.343235849867
ENSMUSG00000021384	En	3.20988584299	1.01573519146e-07	2.18090657548e-05	Susd3	3.89083852865	0.680952685658
ENSMUSG00000025330	En	2.14388009306	1.4262510604e-07	3.01662742938e-05	Padi4	2.48487790606	0.340997813
ENSMUSG00000032011	En	1.00401064871	1.5786210159e-07	3.28979976711e-05	Thy1	1.00401064871	0.0
ENSMUSG00000003038	En	-0.808169366077	1.62434302649e-07	3.33602391715e-05	Hmgn2	10.5286381287	11.3368074948
ENSMUSG00000032323	En	1.50533672941	1.95323206798e-07	3.95417880506e-05	Cyp11a1	1.50533672941	0.0
2210039B01Rik	Sy	1.63875455843	2.6000303749e-07	5.18944090741e-05	2210039B01Rik	2.35962487406	0.720870315625
ENSMUSG00000071478	En	2.25590879483	2.81678765014e-07	5.54398580419e-05	Hist1h2ad	2.78308281288	0.52717401805
ENSMUSG00000022899	En	1.30145988776	2.99556324477e-07	5.73129065232e-05	Slc15a2	1.35884578935	0.0573859015917
ENSMUSG00000030064	En	1.58861211989	3.00923465487e-07	5.73129065232e-05	Frmd4b	1.73402349812	0.145411378225
ENSMUSG00000039315	En	1.56211945347	3.03328486997e-07	5.73129065232e-05	Clnk	1.62842658082	0.06630712735
ENSMUSG00000056476	En	0.868021616899	3.19950764261e-07	5.96581878992e-05	Med12l	0.887855049824	0.019833432925
ENSMUSG00000040459	En	1.12733517081	3.76025713453e-07	6.92033816277e-05	Arglu1	9.56272563776	8.43539046695
ENSMUSG00000032353	En	-2.74510810698	3.98788551679e-07	7.1534589441e-05	Tmed3	6.31204620147	9.05715430845
ENSMUSG00000053819	En	2.18841256801	4.06502872777e-07	7.20069026265e-05	Camk2d	2.68192806559	0.493515497575
ENSMUSG00000027673	En	-2.08520617084	4.55190728201e-07	7.96358988807e-05	Ndufb5	6.10225587576	8.18746204661
ENSMUSG00000042462	En	-2.3900126418	5.19027581171e-07	8.96968274729e-05	Dctpp1	5.37508707359	7.76509971539
ENSMUSG00000047867	En	1.66749317798	6.4938401117e-07	0.000110872540028	Gimap6	1.83033877224	0.162845594258
ENSMUSG00000079435	En	0.750567713948	7.18792564983e-07	0.000121262017124	Rpl36a	10.7610727557	10.0105050418
ENSMUSG00000015937	En	0.969956232658	7.69728270647e-07	0.000128327286157	H2afy	10.835536166	9.86557993334
ENSMUSG00000050530	En	1.86075594613	8.57897809074e-07	0.000141363602935	Fam171a1	2.03616841812	0.175412471992
ENSMUSG00000048489	En	1.04386011123	9.07251388146e-07	0.000147777694499	8430408G22Rik	1.048244018	0.00438390676667
ENSMUSG00000060475	En	1.71209647897	9.65157342048e-07	0.000155423235161	Wtap	8.18345532747	6.4713588485
ENSMUSG00000035004	En	-2.72477209574	1.09795743039e-06	0.000174821963439	Igsf6	5.42481631353	8.14958840927
ENSMUSG00000031765	En	-4.1124478684	1.13078937226e-06	0.000176092485652	Mt1	2.88547118512	6.99791905352
ENSMUSG00000019853	En	1.17971607804	1.15297997134e-06	0.00017759651276	Hebp2	1.23120910365	0.0514930256083
ENSMUSG00000087150	En	4.0548614787	1.22849946598e-06	0.000187153920573	BC064078	5.626478485	1.5716170063
ENSMUSG00000034566	En	-1.34090167205	1.2414415732e-06	0.000187153920573	Atp5h	8.15463905565	9.4955407277
ENSMUSG00000020644	En	2.19177428515	1.30396780191e-06	0.000194510818114	Id2	2.76466064894	0.572886363792
ENSMUSG00000022584	En	-3.07142279524	1.37128087395e-06	0.000202421054841	Ly6c2	8.72393687159	11.7953596668
ENSMUSG00000003072	En	-2.35999640016	1.48686980365e-06	0.000217220948325	Atp5d	5.63200364235	7.99200004252
ENSMUSG00000036067	En	2.61846981501	1.54631005609e-06	0.000223599589846	Slc2a6	3.19347413535	0.575004320342
ENSMUSG00000028410	En	-1.87773456874	1.60883893635e-06	0.000230291480475	Dnaja1	5.08629606441	6.96403063315
ENSMUSG00000074874	En	1.9786369946	1.7074260509e-06	0.000241959345673	Ctla2b	2.18278823688	0.204151242283
ENSMUSG00000040253	En	3.46025351309	1.73112194164e-06	0.000242888406287	Gbp7	5.931308608	2.47105509491
ENSMUSG00000024501	En	0.949188601294	1.79072798764e-06	0.000248788297184	Dpysl3	0.949188601294	0.0
ENSMUSG00000029447	En	-1.94945138191	1.82915237924e-06	0.000251659401614	Cct6a	6.61518727524	8.56463865715
ENSMUSG00000042757	En	1.08355003787	1.9390237263e-06	0.000264210627168	Tmem108	1.19230013518	0.108750097308
ENSMUSG00000051236	En	1.21805623174	2.01458512744e-06	0.000271892246104	Msrb3	1.28886346635	0.0708072346167
ENSMUSG00000069303	En	3.16927291118	2.09475956304e-06	0.000277428390354	Hist1h2br	4.33299400235	1.16372109118
ENSMUSG00000069307	En	3.16927291118	2.09475956304e-06	0.000277428390354	Hist1h2bq	4.33299400235	1.16372109118
ENSMUSG00000004105	En	1.15221247888	2.31203166306e-06	0.000303368524975	Angptl2	1.15221247888	0.0
ENSMUSG00000055322	En	1.5339638653	2.38913981582e-06	0.00031061009477	Tns1	1.83889087041	0.304927005108
ENSMUSG00000031503	En	0.789269389932	2.71521003482e-06	0.000349793103668	Col4a2	0.801474958824	0.0122055688917
ENSMUSG00000028434	En	2.01068218016	4.36533387507e-06	0.000547443772952	Epb4.1l4b	2.29166398129	0.280981801133
ENSMUSG00000041959	En	3.88985957844	4.43564986252e-06	0.000551382405279	S100a10	9.79303861835	5.90317903992
ENSMUSG00000021178	En	-2.89469828285	5.07090738084e-06	0.00062486807386	Psmc1	4.78078631782	7.67548460067
ENSMUSG00000040314	En	-0.793150719451	5.44800344489e-06	0.000665548765669	Ctsg	10.4979504798	11.2911011993
ENSMUSG00000025651	En	-1.9213032722	5.7198798271e-06	0.000692789889144	Uqcrc1	6.90127048635	8.82257375855
ENSMUSG00000063524	En	-2.37477635878	5.83371666792e-06	0.000699431093911	Eno1	7.80521049506	10.1799868538
ENSMUSG00000021697	En	1.90970595034	5.87342461191e-06	0.000699431093911	Depdc1b	2.29468165271	0.384975702367
ENSMUSG00000044583	En	0.818532916898	6.23068605574e-06	0.000735792100799	Tlr7	0.832995601706	0.0144626848083
ENSMUSG00000025931	En	1.45802696182	6.50099839544e-06	0.000758151247686	Paqr8	1.56183815853	0.103811196708
H2-Q8	Sy	2.08687504731	6.52702365519e-06	0.000758151247686	H2-Q8	2.438557148	0.351682100692
ENSMUSG00000050335	En	2.88562267737	6.69835430245e-06	0.000771726657073	Lgals3	3.86009457824	0.974471900867
ENSMUSG00000052310	En	1.51609704047	6.99590161031e-06	0.000796292201813	Slc39a1	6.41286722747	4.896770187
ENSMUSG00000056367	En	0.957683673235	7.0239591579e-06	0.000796292201813	Actr3b	0.957683673235	0.0
ENSMUSG00000069939	En	1.76343995042	7.60476099997e-06	0.000848559591579	Gm12070	3.10090345959	1.33746350917
ENSMUSG00000028639	En	-1.22514025093	7.76794107785e-06	0.000859996039174	Ybx1	6.32719002488	7.55233027582
ENSMUSG00000067288	En	0.613355673886	8.90982496033e-06	0.000978768445836	Rps28	11.4702577313	10.8569020574
ENSMUSG00000021065	En	3.01337249067	9.06211343515e-06	0.000987840072996	Fut8	7.43258837024	4.41921587957
ENSMUSG00000022440	En	1.6637619678	1.00097849709e-05	0.00108281422002	C1qtnf6	2.00663410735	0.34287213955
ENSMUSG00000030978	En	-2.93112773367	1.0550784303e-05	0.00113269063907	Rrm1	4.32777710306	7.25890483672
ENSMUSG00000012429	En	2.21428690695	1.07802557994e-05	0.00114233308501	Mplkip	4.27911218641	2.06482527947
ENSMUSG00000030869	En	-2.38215560503	1.08477813464e-05	0.00114233308501	Ndufab1	4.52376964124	6.90592524627
ENSMUSG00000078122	En	3.4301585232	1.08824335951e-05	0.00114233308501	F630028O10Rik	6.68488655041	3.25472802721
ENSMUSG00000022443	En	0.951337428874	1.10450238762e-05	0.00115087524521	Myh9	6.10163605082	5.15029862195
ENSMUSG00000010025	En	2.78971349802	1.1483197082e-05	0.0011791912018	Aldh3a2	3.88641294765	1.09669944962
ENSMUSG00000029647	En	1.68711648838	1.22258900679e-05	0.00124642509462	Pan3	7.48747469412	5.80035820573
ENSMUSG00000066363	En	2.19295030838	1.25283206544e-05	0.00126813451423	Serpina3f	2.46950821147	0.276557903092
ENSMUSG00000057729	En	-0.621580611926	1.29757548398e-05	0.00130410937472	Prtn3	11.0626892808	11.6842698928
ENSMUSG00000027508	En	1.47875530849	1.47841542547e-05	0.00147539612636	Pag1	1.77453001012	0.295774701625
ENSMUSG00000041754	En	-3.91513506745	1.49829305054e-05	0.00148477698036	Trem3	1.42182713306	5.33696220051
ENSMUSG00000000171	En	-1.97625977497	1.53154721644e-05	0.0015071913614	Sdhd	6.84078489418	8.81704466914
ENSMUSG00000075602	En	-2.00134937377	1.64623255553e-05	0.00160888010651	Ly6a	3.108870227	5.11021960077
ENSMUSG00000020321	En	-1.65203920795	1.86554294226e-05	0.00181072664621	Mdh1	7.23810301565	8.8901422236
ENSMUSG00000005043	En	1.0348469251	1.8903166661e-05	0.00182229098471	Sgsh	1.12508723082	0.090240305725
ENSMUSG00000028076	En	2.89132251749	2.122181511e-05	0.00202722837844	Cd1d1	4.29746315182	1.40614063433
ENSMUSG00000022824	En	3.84178227144	2.14355241379e-05	0.00202722837844	Muc13	7.13180886612	3.29002659468
ENSMUSG00000079018	En	-2.4033386452	2.15989380222e-05	0.00202722837844	Ly6c1	3.29488419682	5.69822284202
ENSMUSG00000071653	En	-3.07892922158	2.16012620947e-05	0.00202722837844	1810009A15Rik	3.93125701288	7.01018623446
ENSMUSG00000021131	En	-1.11664055501	2.31130999838e-05	0.00215484039388	Erh	8.65660790335	9.77324845837
ENSMUSG00000006728	En	-1.84693245731	2.35944975918e-05	0.00218534395669	Cdk4	7.35938108259	9.2063135399
ENSMUSG00000006395	En	2.19143927932	2.42048661178e-05	0.0022273192062	Hyi	2.76196676235	0.570527483033
ENSMUSG00000074384	En	0.735847446142	2.5814263979e-05	0.00235999896827	AI429214	0.766750846	0.0309033998583
ENSMUSG00000078812	En	-0.605290331288	2.60507532603e-05	0.00235999896827	Eif5a	10.5181815864	11.1234719177
ENSMUSG00000027878	En	1.46068407921	2.6146343802e-05	0.00235999896827	Notch2	4.871535141	3.41085106179
ENSMUSG00000017002	En	-3.14578798135	2.65621676916e-05	0.00238235745796	Slpi	5.01975355394	8.16554153529
ENSMUSG00000028861	En	-2.73667659125	2.77299730171e-05	0.00247145564544	Mrps15	2.74073388118	5.47741047243
ENSMUSG00000026748	En	0.710978477059	2.80874270444e-05	0.00248766830404	Plxdc2	0.710978477059	0.0
ENSMUSG00000027804	En	-2.51373454963	2.83997410983e-05	0.00249970640437	Ppid	4.73967428118	7.25340883081
ENSMUSG00000048277	En	-2.46639235816	3.12550037696e-05	0.00273404110135	Syngr2	5.36185788971	7.82825024787
ENSMUSG00000004610	En	-1.27806296194	3.17697063122e-05	0.00276201538743	Etfb	8.65615689871	9.93421986064
ENSMUSG00000025997	En	1.75460481951	3.19698813082e-05	0.00276247065865	Ikzf2	2.27126060753	0.516655788017
ENSMUSG00000085936	En	0.976640105829	3.25409016197e-05	0.00278097771877	2610307P16Rik	1.03260341947	0.0559633136417
ENSMUSG00000015932	En	-2.92313248941	3.28993804603e-05	0.00279171928445	Dstn	5.78481126329	8.70794375271
ENSMUSG00000025428	En	-1.21067812393	3.55838470879e-05	0.00298377927268	Atp5a1	8.20533614359	9.41601426752
ENSMUSG00000012405	En	-0.904465536103	3.60347078849e-05	0.00300381085551	Rpl15	9.16038800559	10.0648535417
ENSMUSG00000034345	En	-2.29897381914	3.72041144271e-05	0.0030831550032	Gtf2h5	3.54081940476	5.8397932239
ENSMUSG00000034714	En	2.84219442629	3.76039574247e-05	0.00309817256201	Ttyh2	5.32365310024	2.48145867394
ENSMUSG00000020160	En	2.63149897305	3.81760435721e-05	0.00312712551133	Meis1	3.90710859218	1.27560961912
ENSMUSG00000001281	En	1.88668025997	4.07643691919e-05	0.00329944699183	Itgb7	2.34807091041	0.461390650442
ENSMUSG00000043505	En	0.841154179418	4.09782422245e-05	0.00329944699183	Gimap5	0.846188107118	0.0050339277
ENSMUSG00000071644	En	-0.882432606193	4.41595944502e-05	0.003529716706	Eef1g	9.56927674288	10.4517093491
ENSMUSG00000021719	En	0.663579217481	4.54531725165e-05	0.00357842726518	Rgs7bp	0.745868159706	0.082288942225
ENSMUSG00000063450	En	0.775850240406	4.99701694606e-05	0.00389080918366	Syne2	0.875210143706	0.0993599033
ENSMUSG00000022234	En	-1.23303175683	5.03054337648e-05	0.00389550984634	Cct5	8.53308221047	9.7661139673
ENSMUSG00000020781	En	2.15727164645	5.31830984465e-05	0.00407938318022	Tsen54	2.97408031012	0.816808663667
ENSMUSG00000034168	En	0.725983875259	5.33111614752e-05	0.00407938318022	Irf2bpl	0.798427452118	0.0724435768583
ENSMUSG00000037894	En	-0.86878395206	5.36957003708e-05	0.00407938318022	H2afz	10.7395819608	11.6083659128
ENSMUSG00000016256	En	-2.11717281675	5.80815428223e-05	0.00437805076242	Ctsz	7.00107800276	9.11825081952
ENSMUSG00000033392	En	1.58061704773	5.97094418293e-05	0.00447424550524	Clasp2	3.93362491706	2.35300786933
ENSMUSG00000079523	En	1.0957173893	5.99891783216e-05	0.00447424550524	Tmsb10	8.50089975441	7.40518236512
ENSMUSG00000033883	En	1.26281435582	6.22285192207e-05	0.00461696516165	D3Ertd254e	3.92566727029	2.66285291447
ENSMUSG00000020020	En	1.2141948964	6.5042758663e-05	0.00480062985944	Usp44	1.35866893753	0.144474041125
ENSMUSG00000019539	En	1.52651471226	6.60853586365e-05	0.00484548978581	Rcn3	1.81773851235	0.291223800092
ENSMUSG00000059498	En	-2.97858288103	6.91781700944e-05	0.00502730178671	Fcgr3	5.01270981888	7.99129269992
ENSMUSG00000046593	En	0.94928440548	6.95775660403e-05	0.00503052902223	Tmem215	1.01550609465	0.0662216891667
ENSMUSG00000022769	En	-2.45488782295	7.13482065009e-05	0.00513236261078	Sdf2l1	4.01862506359	6.47351288654
ENSMUSG00000041272	En	0.915247337235	7.29014216815e-05	0.0052176062962	Tox	0.915247337235	0.0
Chil3	Sy	1.3239812767	7.40740268204e-05	0.00527488961845	Chil3	1.82009799341	0.496116716717
Rps27rt	Sy	2.98428238945	7.47526124046e-05	0.00529659635193	Rps27rt	11.9750944188	8.99081202938
ENSMUSG00000051124	En	2.18134939021	7.65250306547e-05	0.00536250169516	Gimap9	2.90896345124	0.727614061025
ENSMUSG00000045038	En	0.997686772928	7.6817997609e-05	0.00536250169516	Prkce	1.17471856741	0.177031794483
ENSMUSG00000026509	En	1.21662961299	7.72473166862e-05	0.00536603786647	Capn2	1.41108437194	0.19445475895
ENSMUSG00000084274	En	-0.76437456494	7.79665212305e-05	0.00538957840174	Gm12504	1.97794184318	2.74231640812
ENSMUSG00000018770	En	-0.947489663254	7.92944770393e-05	0.00545476715594	Atp5g3	8.71707575447	9.66456541773
ENSMUSG00000039640	En	-2.22293276597	8.23622531879e-05	0.00563843231848	Mrpl12	5.317727686	7.54066045197
ENSMUSG00000020649	En	-2.80131983039	8.29569052539e-05	0.0056518380017	Rrm2	4.80921265835	7.61053248874
ENSMUSG00000006360	En	2.85402085683	8.44210985223e-05	0.00572407362277	Crip1	8.64091039994	5.78688954311
ENSMUSG00000032192	En	1.17301017364	8.59809318545e-05	0.00580207516814	Gnb5	1.29685003094	0.1238398573
ENSMUSG00000022677	En	3.22567040756	8.64148099939e-05	0.00580371693092	Fopnl	6.66268006741	3.43700965985
ENSMUSG00000020857	En	-1.05775953507	9.82407736559e-05	0.006536009406	Nme2	8.480706356	9.53846589107
ENSMUSG00000039126	En	1.28763280105	0.000105183590066	0.00693282165033	Prune2	1.53864394676	0.251011145717
ENSMUSG00000024985	En	1.71972619016	0.000107984066541	0.00705180740531	Tcf7l2	2.30503236071	0.585306170542
ENSMUSG00000021708	En	0.811860333831	0.000112506742576	0.00728005958465	Rasgrf2	0.850612109706	0.038751775875
ENSMUSG00000028676	En	-1.82247210571	0.000113706885327	0.0073242739635	Srsf10	5.02772235535	6.85019446106
ENSMUSG00000003970	En	-0.618676275001	0.000114768299152	0.00735919261215	Rpl8	10.5115271078	11.1302033828
ENSMUSG00000047246	En	1.46025432451	0.000123644225148	0.00787606738476	Hist1h2be	1.96376871653	0.503514392017
ENSMUSG00000024462	En	0.624282252675	0.000123940655338	0.00787606738476	Gabbr1	0.652091659	0.027809406325
ENSMUSG00000039787	En	1.96159449356	0.000125327887225	0.00787840459152	Cercam	3.45821830935	1.49662381579
ENSMUSG00000020577	En	1.8256226187	0.000125585987543	0.00787840459152	Tspan13	2.50589753818	0.680274919475
ENSMUSG00000061577	En	0.705373663176	0.000125645292335	0.00787840459152	Gpr114	0.705373663176	0.0
ENSMUSG00000053541	En	0.926637986946	0.000126360482127	0.00788834534017	Gm4759	1.35763034747	0.430992360525
ENSMUSG00000022995	En	0.836182097975	0.0001274883227	0.00792384658326	Enah	1.03496013794	0.198778039967
ENSMUSG00000022551	En	-2.42712559737	0.000130426651455	0.00801899258473	Cyc1	4.244671136	6.67179673337
ENSMUSG00000045868	En	1.6412254257	0.000130716765724	0.00801899258473	Gvin1	3.25156331753	1.61033789183
ENSMUSG00000056758	En	1.41531261175	0.000136696911041	0.00829721406221	Hmga2	1.98352418282	0.568211571075
ENSMUSG00000021270	En	-0.695798210911	0.000137008544955	0.00829721406221	Hsp90aa1	9.37409577065	10.0698939816
ENSMUSG00000039041	En	-2.62333603637	0.000143449967699	0.00865033826497	Adrm1	3.03553348335	5.65886951972
ENSMUSG00000095687	En	-2.60751422851	0.000144149332307	0.00865567876326	Rnaset2a	2.96092016853	5.56843439704
ENSMUSG00000050608	En	-1.29192248021	0.000145924163214	0.00870281187874	Minos1	5.01667008853	6.30859256874
ENSMUSG00000030470	En	0.778341522706	0.00014648291998	0.00870281187874	Csrp3	0.785206100706	0.006864578
ENSMUSG00000022565	En	2.14869386901	0.000146776659306	0.00870281187874	Plec	4.75156057582	2.60286670682
ENSMUSG00000078348	En	-1.69611471531	0.000148500033154	0.00876830820759	Sf3b5	6.10102318194	7.79713789725
ENSMUSG00000035509	En	0.604588568412	0.00015092368141	0.00887443771475	Fbxl21	0.604588568412	0.0
ENSMUSG00000025980	En	-1.83047506337	0.000152790956723	0.00894711011456	Hspd1	6.67353305306	8.50400811642
ENSMUSG00000023272	En	-3.15474142352	0.000156706835207	0.00910119902346	Creld2	1.98089971071	5.13564113422
ENSMUSG00000026281	En	-1.96754947106	0.000157692731516	0.00911238694842	Dtymk	5.60942049929	7.57696997035
ENSMUSG00000024742	En	-2.89641912608	0.000160235440751	0.00911238694842	Fen1	3.30116390959	6.19758303567
ENSMUSG00000032959	En	-1.53832756209	0.00016075315518	0.00911238694842	Pebp1	6.83719793565	8.37552549774
ENSMUSG00000028337	En	2.42630744615	0.000160757655572	0.00911238694842	Coro2a	4.73494502588	2.30863757973
ENSMUSG00000061904	En	-1.26605893012	0.000162364509369	0.0091668026385	Slc25a3	7.78345400871	9.04951293882
ENSMUSG00000032314	En	-2.51888519241	0.000165873026833	0.00932772485414	Etfa	4.45716277706	6.97604796947
ENSMUSG00000005447	En	2.10117433637	0.000167893399587	0.00940402120772	Pafah1b3	2.87189400671	0.770719670333
ENSMUSG00000021725	En	2.58772904414	0.000181413930998	0.0100816345732	Parp8	7.31195561124	4.7242265671
ENSMUSG00000064254	En	-2.45359637408	0.000183576504432	0.0101204797657	Ethe1	3.23847650994	5.69207288403
1700012D01Rik	Sy	1.16193312881	0.000184640541658	0.0101204797657	1700012D01Rik	1.30157309624	0.139639967425
ENSMUSG00000034480	En	1.80859215121	0.000185325867696	0.0101204797657	Diap2	2.75082600982	0.942233858617
ENSMUSG00000033538	En	2.47218774412	0.000194830897344	0.0105379719323	Casp4	3.50086592882	1.02867818471
ENSMUSG00000076441	En	-2.42433078951	0.000197399699146	0.0106363161088	Ass1	5.24732246912	7.67165325863
ENSMUSG00000030154	En	3.21886543758	0.000198625627127	0.0106618324319	Klrb1f	5.14671504106	1.92784960347
