GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-HSCP-1_AML	avg-HSCP-1_cellHarmony-Reference
ENSMUSG00000032496	En	1.12141447282	8.15858234851e-07	0.000389689038698	Ltf	1.12141447282	0.0
ENSMUSG00000091269	En	1.19863792892	8.20274626638e-07	0.000389689038698	Gm6682	1.42588401318	0.227246084263
ENSMUSG00000036975	En	2.75731022668	1.23154625357e-06	0.00056489752638	Tmem177	2.83115713882	0.0738469121404
ENSMUSG00000079014	En	1.28815839077	1.32400299169e-06	0.000587062926517	Serpina3i	1.41107643545	0.122918044684
ENSMUSG00000042817	En	-5.27551996621	1.39066462066e-06	0.000596729702709	Flt3	1.82914734455	7.10466731075
ENSMUSG00000059588	En	-4.19297844004	1.69680958592e-06	0.000705342534748	Calcrl	3.30174083673	7.49471927677
ENSMUSG00000026070	En	3.83124751423	2.44976904324e-06	0.000987479630704	Il18r1	4.38300256245	0.551755048228
ENSMUSG00000019960	En	-5.2121235025	2.9487955531e-06	0.00115367289551	Dusp6	0.387069542636	5.59919304514
ENSMUSG00000067288	En	0.938761765466	3.20335051293e-06	0.00121745624351	Rps28	11.7679184273	10.8291566618
ENSMUSG00000001020	En	2.69487224892	4.30055940427e-06	0.00158905669988	S100a4	2.80602183018	0.111149581263
ENSMUSG00000035042	En	3.02222577712	5.34999507232e-06	0.00192339552573	Ccl5	3.21966951682	0.197443739702
ENSMUSG00000082286	En	4.52072691681	6.15802202726e-06	0.00210412248788	Pisd-ps1	6.65533702155	2.13461010474
ENSMUSG00000051811	En	4.59330407884	6.16905555762e-06	0.00210412248788	Cox6b2	6.14768686636	1.55438278753
ENSMUSG00000073940	En	4.87002927826	1.03229941304e-05	0.00326943971245	Hbb-b2	6.02931973227	1.15929045402
Hbb-bt	Sy	4.87002927826	1.03229941304e-05	0.00326943971245	Hbb-bt	6.02931973227	1.15929045402
ENSMUSG00000021211	En	3.53233637689	1.17119637999e-05	0.00362308238294	Akr1c12	4.14126788136	0.608931504474
ENSMUSG00000035235	En	3.87737292526	1.237410572e-05	0.00374091714291	Trim13	4.73921808855	0.861845163281
ENSMUSG00000070576	En	-5.62810104966	1.30462267961e-05	0.00378159087253	Mn1	0.0171848930909	5.64528594275
ENSMUSG00000001025	En	3.69894774592	1.30772199772e-05	0.00378159087253	S100a6	4.39803106782	0.699083321895
ENSMUSG00000039735	En	2.75321953209	1.36409843735e-05	0.00386068881141	Fnbp1l	3.181274764	0.428055231912
ENSMUSG00000020646	En	2.29512147973	1.54473549115e-05	0.00423047493315	Mboat2	2.29512147973	0.0
ENSMUSG00000042055	En	2.90618619829	1.5583616879e-05	0.00423047493315	Wdr11	3.30384126227	0.397655063982
ENSMUSG00000048442	En	3.99778127157	1.71159745573e-05	0.0045237524856	Smim5	4.94135450282	0.943573231246
Chil3	Sy	0.623376757818	1.73441119204e-05	0.0045237524856	Chil3	0.623376757818	0.0
ENSMUSG00000032369	En	3.73801501582	1.86928911296e-05	0.00478178534243	Plscr1	4.825918194	1.08790317818
ENSMUSG00000022762	En	1.89406346855	2.11887615938e-05	0.00525401515005	Ncam2	1.89406346855	0.0
ENSMUSG00000036594	En	2.94840385067	2.13288842356e-05	0.00525401515005	H2-Aa	3.54968728573	0.601283435053
ENSMUSG00000067768	En	2.7656171374	2.52176885956e-05	0.0060990126127	Xlr4b	3.16576522582	0.400148088421
ENSMUSG00000028108	En	2.90926870615	2.65001219191e-05	0.00629472538872	Ecm1	3.33594935782	0.426680651667
ENSMUSG00000020125	En	1.42830273577	2.71590402571e-05	0.00631112534901	Elane	1.60262211336	0.174319377596
ENSMUSG00000085715	En	1.64483375336	2.79862900004e-05	0.00631112534901	Tsix	1.64483375336	0.0
ENSMUSG00000039206	En	3.07650768246	2.79925120727e-05	0.00631112534901	Daglb	3.92431748809	0.847809805632
ENSMUSG00000072235	En	4.94614559599	3.05040151491e-05	0.00669925364352	Tuba1a	7.26828600773	2.32214041174
ENSMUSG00000057322	En	1.24214479894	3.11789156209e-05	0.00669925364352	Rpl38	11.1058157239	9.86367092496
ENSMUSG00000031155	En	3.69958678875	3.16156276122e-05	0.00669925364352	Pim2	4.65657740282	0.95699061407
ENSMUSG00000028124	En	2.78678872956	3.17285355241e-05	0.00669925364352	Gclm	3.53366705555	0.746878325982
ENSMUSG00000004032	En	2.85048041289	3.32003765e-05	0.00690049075318	Gstm5	3.10561990182	0.25513948893
ENSMUSG00000027327	En	4.10619012664	3.62607710873e-05	0.00742062733851	1700037H04Rik	6.01256022218	1.90637009554
ENSMUSG00000093674	En	0.592017417065	3.94668617714e-05	0.0079543665952	Rpl41	12.8832587264	12.2912413093
ENSMUSG00000030137	En	2.09371523712	4.04888862069e-05	0.0080385546914	Tuba8	2.12728662691	0.0335713897895
ENSMUSG00000079445	En	1.85713640357	4.50422839644e-05	0.00881106560727	B3gnt7	2.00033095027	0.143194546702
ENSMUSG00000060981	En	3.16430963563	4.86762274573e-05	0.00936913972448	Hist1h4h	3.82654499755	0.662235361912
ENSMUSG00000021281	En	1.46839189554	4.93038475954e-05	0.00936913972448	Tnfaip2	1.49103505891	0.0226431633684
ENSMUSG00000026822	En	0.615257738545	5.39050395202e-05	0.0100216753894	Lcn2	0.615257738545	0.0
ENSMUSG00000025351	En	5.30232845968	5.4244521729e-05	0.0100216753894	Cd63	9.43147859236	4.12915013268
ENSMUSG00000083311	En	-3.38304553993	5.8816436808e-05	0.0107174827729	Gm5643	4.22988324791	7.61292878784
ENSMUSG00000064147	En	3.66685054876	6.17670740638e-05	0.0111030489081	Rab44	4.78580433227	1.11895378351
ENSMUSG00000029373	En	2.83969504944	6.38359299722e-05	0.0113219405399	Pf4	3.23848531191	0.398790262474
ENSMUSG00000023927	En	-3.67447273269	6.93509194859e-05	0.0119805965065	Satb1	0.879787658364	4.55426039105
ENSMUSG00000022389	En	1.37471907989	7.72837882583e-05	0.0131798583514	Tef	1.412103832	0.0373847521053
ENSMUSG00000042129	En	2.0222243093	8.08355827719e-05	0.0136110749624	Rassf4	2.43848221764	0.416257908333
ENSMUSG00000069792	En	-5.53854921326	8.53740457739e-05	0.014195569461	Wfdc17	0.672504208455	6.21105342172
ENSMUSG00000005936	En	2.93440445456	0.000100248916452	0.0164630998351	Kctd20	3.65052866391	0.716124209351
ENSMUSG00000028063	En	1.46022568424	0.000104843674079	0.0165583258044	Lmna	1.48041094173	0.0201852574912
ENSMUSG00000032570	En	1.70391723763	0.000104878893948	0.0165583258044	Atp2c1	1.88131934855	0.177402110912
ENSMUSG00000004044	En	2.98361074758	0.000105854511839	0.0165583258044	Ptrf	3.59459718245	0.610986434877
ENSMUSG00000040747	En	-4.37499685214	0.000106037390015	0.0165583258044	Cd53	3.022956541	7.39795339314
ENSMUSG00000024014	En	2.4976788697	0.000107052775461	0.0165583258044	Pim1	3.79035114536	1.29267227567
ENSMUSG00000032220	En	-0.760399230987	0.000108630247643	0.0166091902775	Myo1e	0.431162343364	1.19156157435
ENSMUSG00000090159	En	1.9402181603	0.000113413424508	0.0171330389487	Gm8580	2.62607656509	0.685858404789
ENSMUSG00000095720	En	1.16311425373	0.000117958899758	0.0171330389487	Gm1604b	1.16311425373	0.0
ENSMUSG00000037169	En	3.46641593839	0.000118685530452	0.0171330389487	Mycn	4.55812973564	1.09171379725
ENSMUSG00000020400	En	2.17692220984	0.000119453217602	0.0171330389487	Tnip1	2.80050625	0.623584040158
ENSMUSG00000004558	En	2.2819035903	0.000119784440102	0.0171330389487	Ndrg2	2.46774864164	0.185845051333
ENSMUSG00000022876	En	-3.85271913134	0.000133271322993	0.0188593099836	Samsn1	3.21770154918	7.07042068053
ENSMUSG00000032507	En	1.10730848048	0.000136243094279	0.0190769014748	Fbxl2	1.12258738064	0.0152789001579
ENSMUSG00000059883	En	3.99784905655	0.000139178031913	0.0192848560469	Irak4	5.79399912873	1.79615007218
ENSMUSG00000009585	En	-3.78252402349	0.000142299485846	0.019514100626	Apobec3	2.71459721055	6.49712123404
ENSMUSG00000079641	En	0.816822660927	0.000146490018539	0.0198837778226	Rpl39	11.1283914509	10.31156879
ENSMUSG00000033669	En	1.30952188734	0.000159643791639	0.0213187947336	Zfp7	1.35533192909	0.0458100417544
ENSMUSG00000055044	En	4.02756356103	0.000160521853599	0.0213187947336	Pdlim1	5.72930124027	1.70173767925
ENSMUSG00000040006	En	2.16542373549	0.00016187026523	0.0213187947336	Ginm1	2.40252298791	0.237099252421
ENSMUSG00000002885	En	1.8305679722	0.000171028085055	0.0220774084736	Cd97	2.02851319082	0.197945218614
ENSMUSG00000029580	En	-0.631231117863	0.000171964059861	0.0220774084736	Actb	12.8659821309	13.4972132488
ENSMUSG00000035284	En	1.19718246834	0.000172609418227	0.0220774084736	Vps13c	1.35875451264	0.161572044298
ENSMUSG00000034892	En	0.632056724641	0.000176610966524	0.0223740864447	Rps29	11.8848645673	11.2528078426
ENSMUSG00000029535	En	3.33933525171	0.000184976098585	0.0232127553149	Triap1	4.46034317482	1.12100792311
ENSMUSG00000046345	En	-1.04721529935	0.000194743061048	0.0241621351174	Smco1	3.50869001791	4.55590531726
ENSMUSG00000060798	En	-1.44383449022	0.000196174304065	0.0241621351174	Intu	1.72510696927	3.16894145949
ENSMUSG00000035062	En	1.67301357189	0.000200939357494	0.0243534607958	Zc4h2	1.79645191091	0.123438339018
ENSMUSG00000051397	En	3.15323636938	0.000201389316459	0.0243534607958	Tacstd2	3.92178248645	0.76854611707
ENSMUSG00000018166	En	1.40294638632	0.000209397681733	0.0250937654271	Erbb3	1.47521409964	0.0722677133158
Gm17821	Sy	-0.887771277295	0.000218985321147	0.0260084173384	Gm17821	4.52684300409	5.41461428139
ENSMUSG00000027435	En	-3.37917384138	0.000235504695049	0.0277228624207	Cd93	3.71733435818	7.09650819956
ENSMUSG00000024065	En	1.85430417762	0.000237617362397	0.0277261943387	Ehd3	2.05042031555	0.19611613793
ENSMUSG00000043505	En	3.17341452237	0.000258057498977	0.0298493987078	Gimap5	4.19488269791	1.02146817554
ENSMUSG00000022584	En	0.758729374721	0.000261571817507	0.0299950716938	Ly6c2	0.843946859545	0.0852174848246
ENSMUSG00000027669	En	3.33497889435	0.000264640575766	0.0300875977678	Gnb4	4.39332529936	1.05834640502
ENSMUSG00000090164	En	-4.0097638332	0.000268037933352	0.0302155982157	BC035044	2.48561787373	6.49538170693
ENSMUSG00000070495	En	-0.839271558456	0.000273711408425	0.030595875251	Ctcfl	2.346266849	3.18553840746
Mir703	Sy	-3.33889949641	0.000276302164968	0.0306280949867	Mir703	0.860091700364	4.19899119677
ENSMUSG00000024371	En	1.38253263173	0.00028311009085	0.0310612238208	C2	1.38253263173	0.0
ENSMUSG00000035105	En	1.40449391225	0.000284879665174	0.0310612238208	Egln3	1.49727377764	0.092779865386
ENSMUSG00000025887	En	2.58514160326	0.00028738152261	0.0310792602745	Casp12	3.25484507382	0.669703470561
ENSMUSG00000054404	En	-1.48461106976	0.000298266040171	0.0319962489222	Slfn5	3.44890950191	4.93352057167
ENSMUSG00000074064	En	1.31956825891	0.000301475322261	0.0320817978937	Mlycd	1.31956825891	0.0
ENSMUSG00000024053	En	2.18842922072	0.000305151331073	0.0322152619519	Emilin2	2.48202678791	0.293597567193
ENSMUSG00000032578	En	2.41889266974	0.00031144269235	0.0326205566428	Cish	2.85842630145	0.439533631719
ENSMUSG00000051314	En	2.72861731867	0.000316680639082	0.0329100457896	Ffar2	3.71312023055	0.984502911877
ENSMUSG00000041268	En	1.1865965326	0.000328615090468	0.0338855653752	Dmxl2	1.25770816118	0.0711116285789
ENSMUSG00000021065	En	3.35046144723	0.000342112540419	0.0350060077896	Fut8	7.55225209218	4.20179064495
ENSMUSG00000068396	En	1.66526714682	0.000368630174375	0.0374314395384	Rpl34-ps1	11.1832346509	9.51796750409
ENSMUSG00000026921	En	-3.91411743715	0.000371619283174	0.0374490886726	Egfl7	1.33124050682	5.24535794396
ENSMUSG00000029413	En	1.29842985741	0.000376544142384	0.0376600765563	Naaa	1.39755972918	0.0991298717719
ENSMUSG00000020419	En	1.25227390173	0.000383522811146	0.0380717942826	Hormad2	1.25227390173	0.0
ENSMUSG00000026249	En	1.7294597455	0.000387104166588	0.0381426638812	Serpine2	1.75417780164	0.0247180561404
ENSMUSG00000022824	En	4.57094805966	0.00039905346129	0.0390309495741	Muc13	8.00483521491	3.43388715525
ENSMUSG00000022237	En	1.04205147823	0.000407521899875	0.0395682942492	Ankrd33b	1.04602531209	0.00397383385965
ENSMUSG00000029570	En	0.777199025228	0.000419238412777	0.0404109374403	Lfng	0.796095626	0.0188966007719
ENSMUSG00000056367	En	1.40736927809	0.000441118349426	0.0422140739861	Actr3b	1.40736927809	0.0
ENSMUSG00000036437	En	-0.901428873198	0.000444382079639	0.0422226458811	Npy1r	1.13268259836	2.03411147156
ENSMUSG00000038418	En	-4.94245143914	0.000484564084016	0.0454573048176	Egr1	2.19560792664	7.13805936577
ENSMUSG00000015937	En	-1.21332464381	0.000485260658856	0.0454573048176	H2afy	9.81817473945	11.0314993833
ENSMUSG00000049103	En	1.13973424003	0.000489044098691	0.0454913608446	Ccr2	1.19502499627	0.0552907562456
ENSMUSG00000004043	En	2.9820751317	0.000508639667664	0.0469855893005	Stat5a	4.63707004745	1.65499491575
ENSMUSG00000041272	En	3.66835117873	0.000525536832217	0.04821166167	Tox	4.96411318773	1.295762009
ENSMUSG00000030342	En	4.02249513361	0.000546125705574	0.0496161022293	Cd9	6.51575032891	2.4932551953
ENSMUSG00000037362	En	0.783142646545	0.000548384510493	0.0496161022293	Nov	0.783142646545	0.0
ENSMUSG00000022982	En	0.97243067929	0.000552036019391	0.0496161022293	Sod1	12.4634969873	11.491066308
ENSMUSG00000032119	En	2.04736835585	0.000559793366617	0.0499756467298	Hinfp	2.22707776064	0.179709404789
