GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-AML	avg-cellHarmony-Reference
ENSMUSG00000066551	En	-1.4244310619	4.90154225525e-19	1.26570470172e-16	Hmgb1	9.63949944077	11.0639305027
ENSMUSG00000036469	En	1.63748955678	9.00242633705e-19	2.28775945486e-16	March1	1.74016819695	0.102678640163
ENSMUSG00000002565	En	1.65711615925	1.93600916266e-18	4.84304792096e-16	Scin	1.7837063859	0.126590226649
ENSMUSG00000051043	En	0.772994650942	2.50766374856e-18	6.1765687099e-16	Gprc5c	0.776126438646	0.0031317877038
ENSMUSG00000024053	En	2.0502730095	2.61837473692e-18	6.35154235427e-16	Emilin2	2.56498653519	0.514713525685
ENSMUSG00000001020	En	2.20254470123	3.01593695635e-18	7.20673890614e-16	S100a4	2.48277868899	0.280233987758
ENSMUSG00000036256	En	1.10369904667	4.21426248304e-18	9.92210916962e-16	Igfbp7	1.12262990906	0.0189308623967
ENSMUSG00000027435	En	-3.01950197656	4.3340422541e-18	1.00562342736e-15	Cd93	2.89599244867	5.91549442523
ENSMUSG00000050232	En	1.41333687172	4.46077701271e-18	1.02024342819e-15	Cxcr3	1.41986007261	0.00652320089674
ENSMUSG00000019982	En	-2.59705773857	5.95934563897e-18	1.34379047437e-15	Myb	4.26481866864	6.8618764072
ENSMUSG00000051969	En	1.09704835222	7.7768482924e-18	1.72926862724e-15	Tlr11	1.11703116786	0.0199828156467
ENSMUSG00000026177	En	1.46507132947	9.85611095008e-18	2.16159364809e-15	Slc11a1	1.57685497849	0.111783649024
ENSMUSG00000084274	En	-0.890861777265	1.01447287084e-17	2.17817143131e-15	Gm12504	1.57594447417	2.46680625143
ENSMUSG00000003038	En	-2.39142285834	1.02038012085e-17	2.17817143131e-15	Hmgn2	8.5309375696	10.9223604279
ENSMUSG00000022504	En	1.30249855134	2.50799387559e-17	5.28328709844e-15	Ciita	1.37881665183	0.0763181004891
ENSMUSG00000006728	En	-2.84676337599	3.11253587344e-17	6.47164926412e-15	Cdk4	5.56387611648	8.41063949246
ENSMUSG00000066363	En	1.88750818666	4.67476801263e-17	9.59526101055e-15	Serpina3f	2.11407812724	0.226569940579
ENSMUSG00000049775	En	1.35634021122	6.68715802914e-17	1.35520759553e-14	Tmsb4x	12.5988337342	11.2424935229
ENSMUSG00000022114	En	-2.65562242389	7.84267385567e-17	1.56541887115e-14	Spry2	1.42935424742	4.08497667131
ENSMUSG00000071042	En	1.05704693348	7.91998304581e-17	1.56541887115e-14	Rasgrp3	1.11011712565	0.053070192163
ENSMUSG00000087150	En	2.70419484765	1.55379657402e-16	3.03369306708e-14	BC064078	3.68582217585	0.981627328204
ENSMUSG00000028832	En	-2.44510929935	1.619432455e-16	3.12374862705e-14	Stmn1	8.09271825077	10.5378275501
ENSMUSG00000034892	En	0.659972250043	1.67550284674e-16	3.19342864003e-14	Rps29	11.8892204273	11.2292481773
ENSMUSG00000031838	En	2.51036066631	1.70398231825e-16	3.20950081355e-14	Ifi30	3.23677005281	0.726409386503
ENSMUSG00000078922	En	1.76442924154	2.24521336229e-16	4.17975185236e-14	Tgtp1	2.12775703576	0.36332779422
ENSMUSG00000048621	En	0.9869506913	3.30365439038e-16	6.07948353907e-14	Gm6377	1.01387687004	0.0269261787418
ENSMUSG00000001604	En	1.16673914498	3.46075344125e-16	6.29621165845e-14	Tcea3	1.19223887193	0.0254997269511
ENSMUSG00000048779	En	1.15050906191	5.51514081748e-16	9.81082272086e-14	P2ry6	1.15545381241	0.00494475049728
ENSMUSG00000057530	En	2.96106213715	6.35060250112e-16	1.11728731915e-13	Ece1	4.61656087226	1.65549873511
ENSMUSG00000014846	En	1.30952787996	7.19980927964e-16	1.25292333225e-13	Tppp3	1.34882042621	0.0392925462527
ENSMUSG00000026070	En	1.54369800723	9.62589669195e-16	1.63947453232e-13	Il18r1	1.72556259155	0.181864584326
ENSMUSG00000030246	En	-3.3502440201	1.88384717221e-15	3.17477823443e-13	Ldhb	0.69289535176	4.04313937186
ENSMUSG00000028926	En	1.24936814832	2.87719843467e-15	4.79832780615e-13	Cdk14	1.45738082335	0.208012675035
ENSMUSG00000053820	En	1.01531907114	3.23025080168e-15	5.31729192239e-13	Bcl2a1c	1.0225159881	0.00719691696467
ENSMUSG00000065145	En	1.71898225116	3.25480704806e-15	5.31729192239e-13	Vaultrc5	2.4463552546	0.727373003446
ENSMUSG00000030789	En	1.20283775493	3.30136302106e-15	5.33887090577e-13	Itgax	1.27431982155	0.0714820666223
ENSMUSG00000034353	En	-2.47688326424	3.8855044617e-15	6.22069264318e-13	Ramp1	4.30973857529	6.78662183953
ENSMUSG00000046805	En	2.1828380264	4.73909031475e-15	7.51216197418e-13	Mpeg1	3.12498373474	0.94214570834
ENSMUSG00000002885	En	2.55272378325	4.83298330071e-15	7.58588849454e-13	Cd97	3.85962908196	1.30690529871
ENSMUSG00000015396	En	1.31817307423	5.40401988241e-15	8.39984061334e-13	Cd83	1.33716688255	0.0189938083261
Mir703	Sy	-2.61756427395	5.48309620158e-15	8.4408048257e-13	Mir703	1.25982332262	3.87738759658
ENSMUSG00000036103	En	-1.06458077926	6.31706741578e-15	9.63202374539e-13	Colec12	3.382322589	4.44690336826
ENSMUSG00000091649	En	2.22303428655	7.32051200095e-15	1.10567355788e-12	Phf11b	2.80906545218	0.586031165622
ENSMUSG00000006360	En	3.1606021893	9.10913402084e-15	1.36296481938e-12	Crip1	9.10765573977	5.94705355047
ENSMUSG00000034220	En	-2.67564211027	9.55079629884e-15	1.415817118e-12	Gpc1	0.806079339406	3.48172144968
ENSMUSG00000056091	En	1.36206023821	1.0874440915e-14	1.59724586283e-12	St3gal5	1.53241514799	0.17035490978
ENSMUSG00000026234	En	-1.62008298351	1.33557178786e-14	1.94386402942e-12	Ncl	5.77978270357	7.39986568708
ENSMUSG00000025964	En	0.68710723174	1.43265143626e-14	2.06637382834e-12	Adam23	0.68710723174	0.0
ENSMUSG00000039315	En	1.72719518443	2.53719171702e-14	3.6066742395e-12	Clnk	2.08223589828	0.355040713851
ENSMUSG00000030329	En	0.811414348823	2.55165154887e-14	3.6066742395e-12	Pianp	0.811414348823	0.0
ENSMUSG00000072620	En	2.59962145918	2.56815030171e-14	3.6066742395e-12	Slfn2	4.25721629707	1.65759483789
ENSMUSG00000021675	En	1.62386529208	3.01928983782e-14	4.20337654813e-12	F2rl2	1.83408181107	0.210216518992
ENSMUSG00000073940	En	2.33059017899	4.07235194031e-14	5.57250893713e-12	Hbb-b2	2.94487835326	0.614288174274
Hbb-bt	Sy	2.33059017899	4.07235194031e-14	5.57250893713e-12	Hbb-bt	2.94487835326	0.614288174274
ENSMUSG00000034783	En	1.1460225453	4.2125664772e-14	5.71552451694e-12	Cd207	1.1460225453	0.0
ENSMUSG00000057729	En	-3.77069876041	5.88655439038e-14	7.87329977805e-12	Prtn3	5.19366402127	8.96436278168
ENSMUSG00000027447	En	2.42847338116	5.90128652945e-14	7.87329977805e-12	Cst3	11.2894596939	8.86098631271
ENSMUSG00000031097	En	1.83645460225	7.0028752033e-14	9.22574591194e-12	Tnni2	2.20056179097	0.364107188715
ENSMUSG00000032323	En	1.03466542145	7.51629132017e-14	9.78340032813e-12	Cyp11a1	1.05101362717	0.0163482057147
ENSMUSG00000022443	En	0.741291253908	8.16005058374e-14	1.05356782134e-11	Myh9	6.22511939443	5.48382814052
ENSMUSG00000030064	En	1.43008353296	8.63908852368e-14	1.10649445811e-11	Frmd4b	1.66352401452	0.233440481562
ENSMUSG00000078812	En	-1.30286567735	1.36170744602e-13	1.7302330326e-11	Eif5a	9.32179507866	10.624660756
ENSMUSG00000028657	En	3.10511387327	1.39354120601e-13	1.75673974081e-11	Ppt1	7.22767474725	4.12256087398
ENSMUSG00000029322	En	-2.60187280037	1.96071172286e-13	2.45242145961e-11	Plac8	8.59955991447	11.2014327148
ENSMUSG00000029771	En	2.37990430496	2.56885356929e-13	3.18816632902e-11	Irf5	3.48788284677	1.10797854182
ENSMUSG00000001247	En	0.912051963993	2.9030036672e-13	3.57516067014e-11	Lsr	0.949920075104	0.0378681111114
ENSMUSG00000026701	En	-2.27432011307	3.0760922202e-13	3.75940736225e-11	Prdx6	5.73920919532	8.01352930839
ENSMUSG00000041272	En	1.8191805601	3.73734624368e-13	4.53294798192e-11	Tox	2.22125206705	0.402071506948
ENSMUSG00000079523	En	1.72563922139	3.98291508638e-13	4.79447146864e-11	Tmsb10	8.48582763801	6.76018841662
ENSMUSG00000070044	En	0.688601465833	4.24273362201e-13	5.06911681256e-11	Fam149a	0.688601465833	0.0
ENSMUSG00000026875	En	0.99908637091	4.70354442432e-13	5.57805527655e-11	Traf1	1.0201974582	0.021111087288
ENSMUSG00000034675	En	0.86059625287	5.5580731232e-13	6.54299637518e-11	Dbn1	0.891853671354	0.0312574184837
ENSMUSG00000015656	En	-1.01375207973	8.90795887025e-13	1.04099577746e-10	Hspa8	10.9588354287	11.9725875085
ENSMUSG00000019960	En	-2.4926759032	1.45733970296e-12	1.68850352307e-10	Dusp6	0.582060053021	3.07473595622
ENSMUSG00000020072	En	-1.17695286663	1.46597120367e-12	1.68850352307e-10	Pbld1	4.97293876959	6.14989163622
ENSMUSG00000022858	En	-1.99101530764	1.93524102429e-12	2.21308634278e-10	Tra2b	6.02368100556	8.0146963132
ENSMUSG00000004207	En	2.35840795528	2.08652844549e-12	2.35852946886e-10	Psap	4.74219400766	2.38378605238
ENSMUSG00000030342	En	3.05921729407	2.09188747394e-12	2.35852946886e-10	Cd9	6.60790610311	3.54868880905
ENSMUSG00000034192	En	-2.63420287227	2.12223358236e-12	2.37601116459e-10	Lsm3	4.84687400169	7.48107687396
ENSMUSG00000026202	En	-2.86467081025	2.24659774831e-12	2.49777985766e-10	Tuba4a	4.62268052867	7.48735133892
ENSMUSG00000039145	En	1.39837460991	2.29915466338e-12	2.53858387315e-10	Camk1d	1.87066180474	0.472287194832
ENSMUSG00000038781	En	0.856155989765	3.16980584203e-12	3.47593092677e-10	Stap2	0.878592050521	0.0224360607554
ENSMUSG00000095026	En	0.888692531948	3.29275063981e-12	3.58618624104e-10	Gm3336	0.888692531948	0.0
ENSMUSG00000039167	En	-2.70490207327	3.55559080827e-12	3.8462843811e-10	Eltd1	1.36546204243	4.0703641157
ENSMUSG00000074476	En	-1.12669226775	4.18155849006e-12	4.4930705655e-10	Spc24	5.28289527633	6.40958754408
ENSMUSG00000017493	En	-2.47923887105	4.25880853698e-12	4.54556831181e-10	Igfbp4	2.77411677802	5.25335564907
ENSMUSG00000027878	En	1.48038068876	4.29681841038e-12	4.55576574505e-10	Notch2	5.53924587903	4.05886519027
ENSMUSG00000071072	En	-1.13294360796	4.58156795144e-12	4.81253673662e-10	Ptges3	9.56893693881	10.7018805468
ENSMUSG00000024065	En	0.800466697842	4.61257243937e-12	4.81253673662e-10	Ehd3	0.83084338225	0.0303766844076
ENSMUSG00000034041	En	-2.33038145043	4.62917337564e-12	4.81253673662e-10	Lyl1	2.07138916836	4.40177061879
ENSMUSG00000028859	En	-2.39278481968	5.43037511193e-12	5.60905197045e-10	Csf3r	1.96363940968	4.35642422935
ENSMUSG00000032231	En	3.1444270043	5.54745176068e-12	5.69325017234e-10	Anxa2	8.20090720032	5.05648019602
ENSMUSG00000055612	En	-2.62811007574	6.04353813404e-12	6.16286914178e-10	Cdca7	3.70101549206	6.3291255678
ENSMUSG00000069939	En	1.23523664687	6.29698584115e-12	6.38067995676e-10	Gm12070	2.4008414025	1.16560475563
ENSMUSG00000041538	En	2.41386368909	6.45345626039e-12	6.49810281313e-10	H2-Ob	3.62498416134	1.21112047226
ENSMUSG00000026271	En	1.0057353747	6.5705574291e-12	6.57466402749e-10	Gpr35	1.11453468386	0.10879930916
ENSMUSG00000003868	En	-2.80804880801	6.67250252615e-12	6.63520282259e-10	Ruvbl2	2.60367246858	5.41172127659
ENSMUSG00000005846	En	-2.53559918976	7.71966905765e-12	7.62912972919e-10	Rsl1d1	4.40045958285	6.93605877261
ENSMUSG00000030978	En	-2.76091195751	8.09412809115e-12	7.95012213125e-10	Rrm1	2.91486137719	5.67577333469
ENSMUSG00000027997	En	2.58190234946	8.47295931577e-12	8.27146821009e-10	Casp6	4.46292672591	1.88102437645
ENSMUSG00000061577	En	0.724345030125	9.59524864776e-12	9.31029883944e-10	Gpr114	0.724345030125	0.0
ENSMUSG00000044737	En	-2.49691697771	1.1495607975e-11	1.10870291373e-09	Klk14	1.60161727949	4.0985342572
ENSMUSG00000026238	En	-0.815445612276	1.20706656062e-11	1.15719375063e-09	Ptma	11.1949408744	12.0103864866
Rps27rt	Sy	2.53763743471	1.2301564943e-11	1.16628883148e-09	Rps27rt	11.7535557356	9.21591830085
ENSMUSG00000026281	En	-2.58628724643	1.2311231263e-11	1.16628883148e-09	Dtymk	4.1465975281	6.73288477453
ENSMUSG00000072596	En	1.20140585809	1.42554328576e-11	1.34252635323e-09	Ear2	1.29699334332	0.095587485231
ENSMUSG00000022885	En	0.704522745837	1.4366799454e-11	1.34510210093e-09	St6gal1	0.718081719115	0.0135589732772
ENSMUSG00000037548	En	1.80668566721	1.49617052009e-11	1.39265639689e-09	H2-DMb2	2.29489184043	0.488206173217
ENSMUSG00000027804	En	-2.45429527245	1.5205074994e-11	1.4071286165e-09	Ppid	3.80668204511	6.26097731757
ENSMUSG00000075602	En	-2.47052713773	1.73566290281e-11	1.59700937207e-09	Ly6a	1.95901676031	4.42954389805
ENSMUSG00000003420	En	1.66964419639	1.77002008362e-11	1.6193155165e-09	Fcgrt	2.09030689073	0.42066269434
ENSMUSG00000020120	En	2.62147444857	1.94151720812e-11	1.76611877852e-09	Plek	4.8067241933	2.18524974474
ENSMUSG00000050921	En	1.29836121172	2.01771761648e-11	1.82506548248e-09	P2ry10	1.47543804461	0.177076832891
ENSMUSG00000038970	En	1.31977727297	2.13610901806e-11	1.91056454632e-09	Lmtk2	1.72091640714	0.401139134168
ENSMUSG00000026365	En	0.958913811643	2.41804542968e-11	2.15071707384e-09	Cfh	1.00956036272	0.0506465510761
ENSMUSG00000028063	En	0.988116804509	2.79996802992e-11	2.46304879994e-09	Lmna	1.05299178724	0.064874982731
ENSMUSG00000032089	En	1.39835498504	3.29410234757e-11	2.86622709699e-09	Il10ra	1.78766363621	0.389308651166
ENSMUSG00000082286	En	2.34404864982	3.38282372239e-11	2.92751393489e-09	Pisd-ps1	4.4705402292	2.12649157938
ENSMUSG00000028337	En	2.01578143837	3.46323554995e-11	2.9809893094e-09	Coro2a	4.01766668198	2.00188524361
ENSMUSG00000024097	En	-1.56284206956	4.11435564472e-11	3.52250448513e-09	Srsf7	7.03253440791	8.59537647747
ENSMUSG00000039264	En	1.0000091659	4.64149317053e-11	3.95267583299e-09	Gimap3	1.05709849403	0.0570893281359
ENSMUSG00000022995	En	0.739943722464	4.90888023277e-11	4.15826309665e-09	Enah	0.967055153396	0.227111430932
ENSMUSG00000018920	En	0.901456198545	5.2604672448e-11	4.43263582048e-09	Cxcl16	0.933384618021	0.0319284194755
ENSMUSG00000025743	En	0.806531054735	5.78349671115e-11	4.84784200762e-09	Sdc3	0.899910368917	0.0933793141821
ENSMUSG00000031245	En	-2.24909981402	6.83659293424e-11	5.70072150402e-09	Hmgn5	2.70616244016	4.95526225418
ENSMUSG00000005533	En	-1.57970537077	7.80160123661e-11	6.471690974e-09	Igf1r	1.23441736719	2.81412273796
ENSMUSG00000026737	En	1.78345994335	8.56779497193e-11	7.034379359e-09	Pip4k2a	2.81933083104	1.0358708877
ENSMUSG00000032178	En	-2.4168806194	9.61072291148e-11	7.85039152106e-09	Ilf3	4.1399770126	6.55685763201
ENSMUSG00000029650	En	1.33687935081	9.70418722295e-11	7.88649936241e-09	Slc46a3	1.58935234683	0.252472996024
ENSMUSG00000044734	En	-2.44111466451	1.07890987293e-10	8.72391265941e-09	Serpinb1a	5.88391662231	8.32503128682
ENSMUSG00000020570	En	-2.23009752468	1.39424070947e-10	1.12169558252e-08	Sypl	3.61404270567	5.84414023034
ENSMUSG00000038642	En	2.6830968341	1.40124370084e-10	1.12169558252e-08	Ctss	4.57996330231	1.89686646821
ENSMUSG00000036109	En	-2.09518869581	1.61238065601e-10	1.28428926879e-08	Mbnl3	4.52949461916	6.62468331497
ENSMUSG00000032484	En	2.84346537977	1.66688220271e-10	1.32112792403e-08	Ngp	4.1921136298	1.34864825003
ENSMUSG00000063506	En	0.656701556448	1.71734529345e-10	1.35441862799e-08	Arhgap22	0.656701556448	0.0
ENSMUSG00000041815	En	-2.3796916834	1.94385438513e-10	1.52554454441e-08	Poldip3	5.6029503037	7.9826419871
ENSMUSG00000055302	En	-2.1044519987	2.18268703178e-10	1.70462533555e-08	Mrfap1	6.1669417097	8.27139370839
ENSMUSG00000028044	En	-2.7795618559	2.29272016838e-10	1.77361514663e-08	Cks1b	4.30040243505	7.07996429095
ENSMUSG00000064254	En	-2.27352169857	2.2931813576e-10	1.77361514663e-08	Ethe1	2.2026635318	4.47618523037
ENSMUSG00000039934	En	1.33896542223	2.34541716269e-10	1.80529465263e-08	Gsap	1.79254758811	0.453582165886
ENSMUSG00000032786	En	-2.9776225539	2.67211151716e-10	2.04691413348e-08	Alas1	2.90677891504	5.88440146894
ENSMUSG00000058135	En	-3.17094802143	2.72488961372e-10	2.07740393884e-08	Gstm1	4.51866459376	7.68961261519
ENSMUSG00000026434	En	-1.89221549884	2.75019417217e-10	2.08675870599e-08	Nucks1	3.41363686932	5.30585236817
ENSMUSG00000026748	En	1.02215480755	2.92394551849e-10	2.2081305543e-08	Plxdc2	1.23075051813	0.208595710571
ENSMUSG00000021384	En	1.77663799467	2.98661819259e-10	2.24487123302e-08	Susd3	2.49995754867	0.723319553995
ENSMUSG00000079547	En	2.59494665602	3.099093685e-10	2.31852756528e-08	H2-DMb1	4.95747797055	2.36253131454
ENSMUSG00000009013	En	-1.73469971552	3.1475028895e-10	2.34379168655e-08	Dynll1	5.31297076876	7.04767048428
ENSMUSG00000028495	En	-0.713798722765	3.20332051763e-10	2.37431303182e-08	Rps6	10.7304913087	11.4442900315
ENSMUSG00000020899	En	-1.75963231222	3.41123015602e-10	2.51676473723e-08	Pfas	4.73132799114	6.49096030335
ENSMUSG00000025950	En	-2.71098780472	3.50238127438e-10	2.57216166068e-08	Idh1	2.39732341571	5.10831122043
ENSMUSG00000035004	En	-3.09062171522	3.73785812254e-10	2.73256203388e-08	Igsf6	2.14141503317	5.23203674839
ENSMUSG00000021728	En	-2.63131177837	3.87252780631e-10	2.81814409905e-08	Emb	3.73202345744	6.36333523581
ENSMUSG00000017144	En	0.975798184608	4.05045176413e-10	2.93428654949e-08	Rnd3	1.11467719751	0.138879012902
ENSMUSG00000012405	En	-0.912892619597	4.50688639541e-10	3.25023654011e-08	Rpl15	9.02804716555	9.94093978515
ENSMUSG00000026879	En	2.01524777723	4.82679764074e-10	3.4653376784e-08	Gsn	3.1293119103	1.11406413307
ENSMUSG00000003283	En	1.32060460884	4.92743987531e-10	3.52179966088e-08	Hck	1.67818382509	0.357579216253
ENSMUSG00000017707	En	-1.49530636426	5.44046798385e-10	3.87119521873e-08	Serinc3	5.34650025121	6.84180661546
ENSMUSG00000000682	En	2.82786026101	5.58043150623e-10	3.95321718649e-08	Cd52	8.36891737136	5.54105711036
ENSMUSG00000029632	En	-1.41298835901	5.71873255812e-10	4.03334397601e-08	Ndufa4	8.38955240076	9.80254075977
ENSMUSG00000030744	En	-0.621484832924	6.28857543163e-10	4.41579353774e-08	Rps3	9.90229939264	10.5237842256
ENSMUSG00000020547	En	-2.39977376759	6.3477094332e-10	4.43785275221e-08	Bzw2	3.02001673179	5.41979049938
ENSMUSG00000040699	En	-1.90834379944	6.78171474992e-10	4.72066318027e-08	Limd2	2.41137784811	4.31972164755
ENSMUSG00000060798	En	-0.867053128127	7.27668719682e-10	5.04327974117e-08	Intu	1.89222041192	2.75927354004
ENSMUSG00000036053	En	1.18117958658	7.43085575681e-10	5.12793106322e-08	Fmnl2	1.57895072302	0.39777113644
ENSMUSG00000032698	En	-1.85379586354	8.14785014702e-10	5.57721521746e-08	Lmo2	4.35095075539	6.20474661893
ENSMUSG00000032946	En	-1.87702077951	8.15158251647e-10	5.57721521746e-08	Rasgrp2	1.51383339087	3.39085417038
